lamas_code,CityLMSName,Floor,NoRooms,OneRooms,TwoRooms,ThreeRooms,FourRooms,FiveRooms,SixRooms,SevenRooms,EightRooms,NineRooms,TenRooms,MoreRooms
565,AZOR,8,0,0,0,0,1,0,0,0,0,0,0,0
#N/A,Hebron,0,0,0,0,0,1,1,0,0,0,0,0,0
8500,RAMLA,8,0,0,0,3,1,0,0,0,0,0,0,0
7800,PARDES HANNA-KARKUR,6,0,0,0,1,0,0,0,0,0,0,0,0
2400,OR YEHUDA,10,0,0,0,0,1,0,0,0,0,0,0,0
3557,QEDUMIM,1,0,0,0,2,0,0,0,0,0,0,0,0
7700,AFULA,8,0,0,4,8,0,0,1,0,0,0,0,0
6900,KEFAR SAVA,3,0,1,14,25,12,0,0,0,0,0,0,0
9000,BE'ER SHEVA,5,0,1,6,39,21,0,0,0,0,0,0,0
2400,OR YEHUDA,4,0,0,7,14,3,1,0,0,0,0,0,0
26,ROSH PINNA,0,0,0,1,0,0,0,0,0,0,0,0,0
3579,ELON MORE,3,0,0,0,1,0,0,0,0,0,0,0,0
48,MENAHEMYA,2,0,0,0,6,0,0,0,0,0,0,0,0
2660,YAVNE,3,0,0,14,28,5,4,0,0,0,0,0,0
3570,ARI'EL,3,0,0,0,11,3,0,0,0,0,0,0,0
2660,YAVNE,0,0,0,0,4,1,0,0,0,0,0,0,0
4000,HAIFA,11,0,0,0,1,2,0,0,0,0,0,0,0
8300,RISHON LEZIYYON,4,0,1,16,37,19,1,0,0,0,0,0,0
4000,HAIFA,5,0,0,11,17,11,0,0,0,0,0,0,0
1061,NOF HAGALIL,7,0,0,13,25,7,0,0,0,0,0,0,0
9100,NAHARIYYA,3,0,2,26,54,8,1,0,0,0,0,0,0
1247,HARISH,2,0,0,0,2,2,0,0,0,0,0,0,0
4100,QAZRIN,2,0,0,9,20,5,0,0,0,0,0,0,0
3640,QARNE SHOMERON,2,0,0,0,23,6,0,0,0,0,0,0,0
8300,RISHON LEZIYYON,10,0,0,0,1,0,0,0,0,0,0,0,0
1034,QIRYAT MAL'AKHI,1,0,0,29,40,8,0,0,0,0,0,0,0
8300,RISHON LEZIYYON,7,0,0,1,3,1,1,0,0,0,0,0,0
9100,NAHARIYYA,6,0,0,0,5,2,0,0,0,0,0,0,0
4000,HAIFA,8,0,9,3,10,8,2,0,0,0,0,0,0
9000,BE'ER SHEVA,1,0,162,429,712,185,42,14,3,0,0,0,0
7200,NES ZIYYONA,5,0,0,0,1,0,0,0,0,0,0,0,0
2650,RAMAT HASHARON,15,0,0,0,0,1,0,0,0,0,0,0,0
182,EVEN YEHUDA,2,0,0,1,1,0,0,0,0,0,0,0,0
3723,PENE HEVER,0,0,0,0,3,0,0,0,0,0,0,0,0
1139,KARMI'EL,,0,0,1,0,0,0,0,0,0,0,0,0
1061,NOF HAGALIL,16,0,0,0,0,1,0,0,0,0,0,0,0
922,REKHASIM,4,0,0,0,2,0,0,0,0,0,0,0,0
168,KEFAR YONA,4,0,0,0,0,1,0,0,0,0,0,0,0
8200,QIRYAT MOTZKIN,2,0,3,3,14,2,1,0,0,0,0,0,0
7800,PARDES HANNA-KARKUR,4,0,0,1,5,1,1,0,0,0,0,0,0
9200,BET SHE'AN,1,0,5,35,68,73,6,2,1,2,0,0,0
2400,OR YEHUDA,6,0,0,0,0,1,0,0,0,0,0,0,0
2630,QIRYAT GAT,11,0,0,0,1,1,0,0,0,0,0,0,0
2620,QIRYAT ONO,1,0,2,9,9,8,1,0,0,0,0,0,0
7200,NES ZIYYONA,2,0,1,6,11,8,1,0,0,0,0,0,0
2650,RAMAT HASHARON,18,0,0,0,0,1,0,0,0,0,0,0,0
9300,ZIKHRON YA'AQOV,1,0,7,16,12,3,2,0,0,0,0,0,0
8200,QIRYAT MOTZKIN,5,0,1,0,1,0,0,0,0,0,0,0,0
922,REKHASIM,1,0,7,7,4,2,0,0,0,0,0,0,0
2650,RAMAT HASHARON,12,0,0,0,0,1,0,0,0,0,0,0,0
6600,HOLON,11,0,0,0,0,1,0,0,0,0,0,0,0
2630,QIRYAT GAT,14,0,0,0,0,1,0,0,0,0,0,0,0
4000,HAIFA,2,0,13,102,122,47,2,0,0,0,0,0,0
2400,OR YEHUDA,3,0,0,16,23,2,1,0,0,0,0,0,0
2620,QIRYAT ONO,4,0,1,0,6,3,1,0,0,0,0,0,0
6500,HADERA,6,0,0,0,2,0,0,0,0,0,0,0,0
2630,QIRYAT GAT,16,0,0,0,0,1,0,0,0,0,0,0,0
2300,QIRYAT TIV'ON,1,0,9,18,11,1,0,0,0,0,0,0,0
3797,MODI'IN ILLIT,4,0,0,0,0,1,0,0,0,0,0,0,0
1031,SEDEROT,2,0,0,26,90,27,4,1,0,0,0,0,0
3616,MA'ALE ADUMMIM,3,0,0,0,6,0,0,0,0,0,0,0,0
9700,HOD HASHARON,2,0,0,9,13,9,0,0,0,0,0,0,0
9600,QIRYAT YAM,12,0,0,0,1,0,0,0,0,0,0,0,0
2500,NESHER,9,0,0,0,1,0,0,0,0,0,0,0,0
9300,ZIKHRON YA'AQOV,3,0,2,4,8,3,0,0,0,0,0,0,0
831,YEROHAM,4,0,0,4,20,3,0,0,0,0,0,0,0
7100,ASHQELON,15,0,0,0,1,0,0,0,0,0,0,0,0
9200,BET SHE'AN,6,0,0,0,0,1,0,0,0,0,0,0,0
6900,KEFAR SAVA,6,0,0,1,0,1,0,0,0,0,0,0,0
7100,ASHQELON,9,0,0,2,2,0,0,0,0,0,0,0,0
6200,BAT YAM,5,0,0,0,8,5,0,0,0,0,0,0,0
99,MIZPE RAMON,1,0,1,38,76,31,1,0,0,0,0,0,0
6500,HADERA,3,0,5,14,53,9,1,0,0,0,0,0,0
9200,BET SHE'AN,0,0,2,3,3,3,1,1,0,0,0,0,0
6500,HADERA,9,0,0,0,0,1,0,0,0,0,0,0,0
4009,SHA'AL,1,0,0,0,1,0,0,0,0,0,0,0,0
2400,OR YEHUDA,1,0,21,13,27,15,1,1,0,0,0,0,0
53,ATLIT,4,0,0,0,5,0,0,0,0,0,0,0,0
7000,LOD,0,0,0,0,0,1,0,0,0,0,0,0,0
9100,NAHARIYYA,1,0,9,54,50,18,4,1,0,0,0,0,0
6400,HERZLIYYA,5,0,0,0,0,1,0,0,0,0,0,0,0
43,METULA,3,0,0,0,0,1,0,0,0,0,0,0,0
246,NETIVOT,6,0,0,0,0,1,0,0,0,0,0,0,0
8300,RISHON LEZIYYON,2,0,0,40,79,32,3,0,0,0,0,0,0
9800,BINYAMINA-GIV'AT ADA,0,0,0,0,1,0,0,0,0,0,0,0,0
1061,NOF HAGALIL,5,0,3,39,33,5,0,0,0,0,0,0,0
9200,BET SHE'AN,9,0,0,0,0,6,0,0,0,0,0,0,0
99,MIZPE RAMON,4,0,0,7,27,13,0,0,0,0,0,0,0
5000,TEL AVIV - YAFO,14,0,0,0,0,1,0,0,0,0,0,0,0
7400,NETANYA,8,0,0,1,10,7,1,0,0,0,0,0,0
8600,RAMAT GAN,0,0,1,5,2,0,0,0,0,0,0,0,0
6400,HERZLIYYA,2,0,11,32,52,5,2,0,0,0,0,0,0
1066,BENE AYISH,1,0,0,2,2,0,1,1,0,0,0,0,0
1063,MA'ALOT-TARSHIHA,7,0,0,0,4,1,0,0,0,0,0,0,0
#N/A,NEVE ZOHAR,2,0,0,1,0,0,0,0,0,0,0,0,0
2100,TIRAT KARMEL,4,0,3,12,41,8,0,0,0,0,0,0,0
1061,NOF HAGALIL,2,0,12,178,179,21,0,4,0,0,0,0,0
3727,ALE ZAHAV,1,0,0,0,1,0,0,0,0,0,0,0,0
9800,BINYAMINA-GIV'AT ADA,3,0,0,3,5,0,0,0,0,0,0,0,0
7900,PETAH TIQWA,20,0,0,0,0,1,0,0,0,0,0,0,0
9600,QIRYAT YAM,6,0,1,2,3,2,1,0,0,0,0,0,0
2660,YAVNE,6,0,0,0,1,3,0,0,0,0,0,0,0
4000,HAIFA,14,0,0,0,1,3,0,0,0,0,0,0,0
6600,HOLON,7,0,1,7,3,0,0,0,0,0,0,0,0
2630,QIRYAT GAT,2,0,0,160,134,39,1,0,0,0,0,0,0
3579,ELON MORE,1,0,0,0,37,1,0,0,0,0,0,0,0
#N/A,YETAV,0,0,0,0,0,3,0,0,0,0,0,0,0
3574,BET EL,2,0,0,0,8,3,0,0,0,0,0,0,0
8600,RAMAT GAN,3,0,3,30,21,2,1,0,0,0,0,0,0
9400,YEHUD,3,0,1,8,18,6,0,0,0,0,0,0,0
#N/A,EFRATA,1,0,0,0,0,0,0,1,0,0,0,0,0
2400,OR YEHUDA,12,0,0,0,0,1,0,0,0,0,0,0,0
6800,QIRYAT ATTA,6,0,0,5,14,5,0,0,0,0,0,0,0
9000,BE'ER SHEVA,7,0,1,3,20,15,0,0,0,0,0,0,0
9100,NAHARIYYA,7,0,0,0,6,2,0,0,0,0,0,0,0
48,MENAHEMYA,3,0,0,0,2,0,0,0,0,0,0,0,0
3641,SHILO,1,0,0,0,7,0,0,0,0,0,0,0,0
8600,RAMAT GAN,6,0,0,0,1,1,0,0,0,0,0,0,0
3793,AVNE HEFEZ,3,0,0,0,1,0,0,0,0,0,0,0,0
9400,YEHUD,0,0,1,1,3,0,0,0,0,0,0,0,0
3608,MA'ALE EFRAYIM,2,0,0,0,11,0,0,0,0,0,0,0,0
6300,GIV'ATAYIM,0,0,1,1,0,0,0,0,0,0,0,0,0
6800,QIRYAT ATTA,3,0,14,42,54,11,2,0,0,0,0,0,0
2400,OR YEHUDA,15,0,0,0,1,0,0,0,0,0,0,0,0
9000,BE'ER SHEVA,4,0,5,213,327,94,1,1,0,0,0,0,0
9100,NAHARIYYA,4,0,0,6,20,5,0,0,0,0,0,0,0
8600,RAMAT GAN,9,0,0,0,0,1,0,0,0,0,0,0,0
6400,HERZLIYYA,1,0,59,42,59,27,1,0,0,0,0,0,0
2400,OR YEHUDA,5,0,0,0,1,0,0,0,0,0,0,0,0
2620,QIRYAT ONO,2,0,0,0,15,4,0,0,0,0,0,0,0
6500,HADERA,7,0,0,0,3,4,0,0,0,0,0,0,0
246,NETIVOT,2,0,13,38,50,37,1,0,0,0,0,0,0
466,BET DAGAN,3,0,0,4,4,3,0,0,0,0,0,0,0
7000,LOD,4,0,0,41,95,13,0,0,0,0,0,0,0
7600,AKKO,6,0,0,2,11,2,0,0,0,0,0,0,0
7600,AKKO,0,0,0,1,0,0,0,0,0,0,0,0,0
246,NETIVOT,8,0,0,0,0,1,0,0,0,0,0,0,0
8000,ZEFAT,11,0,0,0,3,0,0,0,0,0,0,0,0
8000,ZEFAT,5,0,0,19,33,5,0,0,0,0,0,0,0
2650,RAMAT HASHARON,3,0,0,5,16,2,0,0,0,0,0,0,0
53,ATLIT,3,0,0,0,15,1,0,1,0,0,0,0,0
7700,AFULA,0,0,2,4,6,1,0,0,0,0,0,0,0
4005,HASPIN,0,0,0,0,9,0,0,0,0,0,0,0,0
7000,LOD,1,0,15,84,132,48,4,0,0,0,0,0,0
2034,HAZOR HAGELILIT,1,0,11,15,35,11,1,0,0,1,0,0,0
3604,ALLON SHEVUT,1,0,0,2,4,0,0,0,0,0,0,0,0
3652,BET ARYE-OFARIM,2,0,0,0,0,4,0,0,0,0,0,0,0
6100,BENE BERAQ,6,0,0,0,1,0,0,0,0,0,0,0,0
2100,TIRAT KARMEL,2,0,10,66,68,15,0,0,0,0,0,0,0
246,NETIVOT,5,0,0,0,0,4,0,0,0,0,0,0,0
7600,AKKO,3,0,2,71,80,20,0,0,0,0,0,0,0
31,OFAQIM,4,0,0,38,23,16,2,0,0,0,0,0,0
922,REKHASIM,3,0,0,1,1,2,0,0,0,0,0,0,0
9800,BINYAMINA-GIV'AT ADA,1,0,2,11,18,6,2,0,0,0,0,0,0
8000,ZEFAT,8,0,0,5,20,3,0,0,0,0,0,0,0
2650,RAMAT HASHARON,6,0,0,0,2,1,0,0,0,0,0,0,0
1020,OR AQIVA,1,0,16,37,43,13,2,0,0,0,0,0,0
2600,ELAT,8,0,0,0,1,3,0,0,0,0,0,0,0
2650,RAMAT HASHARON,0,0,0,0,0,1,0,0,0,0,0,0,0
6700,TIBERIAS,6,0,0,0,18,6,0,0,0,0,0,0,0
565,AZOR,6,0,0,0,1,0,0,0,0,0,0,0,0
8500,RAMLA,6,0,1,0,5,2,0,0,0,0,0,0,0
1191,BAR YOHAY,1,0,0,0,1,0,0,2,0,0,0,0,0
2650,RAMAT HASHARON,9,0,0,0,0,1,0,0,0,0,0,0,0
3000,JERUSALEM,6,0,1,5,18,17,1,0,0,0,0,0,0
3603,HAR GILLO,1,0,0,0,1,0,0,0,0,0,0,0,0
2300,QIRYAT TIV'ON,3,0,0,3,1,3,0,0,0,0,0,0,0
9500,QIRYAT BIALIK,1,0,27,52,32,9,0,0,0,0,0,0,0
6200,BAT YAM,6,0,0,1,6,1,0,0,0,0,0,0,0
9500,QIRYAT BIALIK,4,0,1,10,11,1,0,0,0,0,0,0,0
2610,BET SHEMESH,6,0,0,0,19,0,0,0,0,0,0,0,0
3611,QIRYAT ARBA,5,0,0,0,7,4,0,0,0,0,0,0,0
565,AZOR,3,0,0,3,6,2,0,0,0,0,0,0,0
7900,PETAH TIQWA,1,0,24,49,123,48,6,2,0,0,0,0,0
8500,RAMLA,3,0,0,39,78,15,0,0,0,0,0,0,0
7800,PARDES HANNA-KARKUR,1,0,18,45,100,12,3,5,0,0,0,0,0
831,YEROHAM,2,0,0,45,83,9,0,0,0,0,0,0,0
3000,JERUSALEM,9,0,0,0,12,2,1,0,0,0,0,0,0
3000,JERUSALEM,3,0,6,53,186,80,7,1,0,0,0,0,0
8500,RAMLA,0,0,0,0,0,2,0,0,0,0,0,0,0
168,KEFAR YONA,1,0,2,5,25,11,1,1,0,0,0,0,0
2620,QIRYAT ONO,3,0,1,2,13,6,1,0,0,0,0,0,0
1063,MA'ALOT-TARSHIHA,1,0,8,54,40,14,2,1,0,0,0,0,0
8600,RAMAT GAN,4,0,0,3,7,0,0,0,0,0,0,0,0
2560,ARAD,0,0,0,2,3,0,0,0,0,0,0,0,0
1292,JUDEIDE-MAKER,2,0,0,0,12,18,0,0,0,0,0,0,0
9000,BE'ER SHEVA,2,0,56,345,345,108,11,3,0,0,0,0,0
154,TEL MOND,2,0,0,2,5,2,0,0,0,0,0,0,0
7400,NETANYA,6,0,0,1,17,8,1,0,0,0,0,0,0
182,EVEN YEHUDA,1,0,0,3,5,1,0,0,0,0,0,0,0
8400,REHOVOT,2,0,0,29,49,12,0,0,0,0,0,0,0
3611,QIRYAT ARBA,3,0,0,0,44,9,0,0,0,0,0,0,0
3793,AVNE HEFEZ,1,0,0,2,0,0,0,0,0,0,0,0,0
2650,RAMAT HASHARON,14,0,0,0,0,1,0,0,0,0,0,0,0
1024,HARUZIM,1,0,2,3,1,0,0,0,0,0,0,0,0
8500,RAMLA,5,0,0,0,3,3,0,0,0,0,0,0,0
3000,JERUSALEM,11,0,0,0,1,1,0,0,0,0,0,0,0
2620,QIRYAT ONO,0,0,0,0,1,0,0,0,0,0,0,0,0
7800,PARDES HANNA-KARKUR,3,0,7,22,35,2,2,0,0,0,0,0,0
681,GIV'AT SHEMU'EL,5,0,0,1,3,0,0,0,0,0,0,0,0
2400,OR YEHUDA,7,0,0,0,2,0,0,0,0,0,0,0,0
9500,QIRYAT BIALIK,6,0,0,0,2,2,0,0,0,0,0,0,0
8000,ZEFAT,0,0,0,4,7,3,0,0,0,0,0,0,0
8300,RISHON LEZIYYON,11,0,0,0,0,1,0,0,0,0,0,0,0
5000,TEL AVIV - YAFO,0,0,13,42,28,17,5,2,0,0,0,0,1
2034,HAZOR HAGELILIT,6,0,0,1,1,0,0,0,0,0,0,0,0
9700,HOD HASHARON,3,0,0,9,10,5,1,0,0,0,0,0,0
1150,ZOFAR,1,0,0,0,1,0,0,0,0,0,0,0,0
122,RAMAT YISHAY,2,0,0,0,1,0,0,0,0,0,0,0,0
7000,LOD,6,0,0,0,3,1,0,0,0,0,0,0,0
7900,PETAH TIQWA,15,0,0,0,0,1,0,0,0,0,0,0,0
7900,PETAH TIQWA,9,0,0,0,1,0,0,0,0,0,0,0,0
6100,BENE BERAQ,1,0,24,34,44,29,1,0,0,0,0,0,0
874,MIGDAL HAEMEQ,6,0,0,0,3,3,0,0,0,0,0,0,0
3619,RO'I,1,0,0,0,1,0,0,0,0,0,0,0,0
8300,RISHON LEZIYYON,8,0,0,0,3,0,0,0,0,0,0,0,0
9600,QIRYAT YAM,1,0,28,56,82,15,0,0,0,0,0,0,0
8000,ZEFAT,3,0,3,31,40,8,0,0,0,0,0,0,0
3579,ELON MORE,2,0,0,0,21,3,0,0,0,0,0,0,0
2100,TIRAT KARMEL,10,0,0,0,0,1,1,0,0,0,0,0,0
9600,QIRYAT YAM,4,0,10,19,48,2,1,0,0,0,0,0,0
7000,LOD,3,0,0,66,97,12,0,0,0,0,0,0,0
3797,MODI'IN ILLIT,0,0,0,0,0,1,0,0,0,0,0,0,0
6100,BENE BERAQ,4,0,1,20,20,6,0,0,0,0,0,0,0
7900,PETAH TIQWA,12,0,0,0,0,1,0,0,0,0,0,0,0
6900,KEFAR SAVA,0,0,0,0,4,4,0,0,0,0,0,0,0
3604,ALLON SHEVUT,2,0,0,0,5,1,0,0,0,0,0,0,0
9700,HOD HASHARON,0,0,0,2,2,1,0,0,0,0,0,0,0
8300,RISHON LEZIYYON,5,0,0,0,12,4,0,0,0,0,0,0,0
3560,ELQANA,1,0,0,0,5,17,6,0,0,0,0,0,0
8000,ZEFAT,6,0,0,19,24,6,0,0,0,0,0,0,0
#N/A,HALMISH,1,0,0,0,4,0,0,0,0,0,0,0,0
53,ATLIT,1,0,2,11,32,0,0,0,0,0,0,0,0
2034,HAZOR HAGELILIT,7,0,0,2,0,0,0,0,0,0,0,0,0
5000,TEL AVIV - YAFO,1,0,68,198,261,103,16,4,0,0,0,0,0
229,GANNE TIQWA,3,0,0,0,9,1,1,0,0,0,0,0,0
7600,AKKO,9,0,0,0,0,3,0,0,0,0,0,0,0
6100,BENE BERAQ,0,0,0,1,3,4,1,0,0,0,0,0,0
3730,GIV'AT ZE'EV,2,0,0,0,1,0,0,0,0,0,0,0,0
70,ASHDOD,3,0,5,155,110,27,2,0,0,0,0,0,0
195,QADIMA-ZORAN,1,0,2,10,9,7,1,1,0,0,0,0,0
6700,TIBERIAS,0,0,0,19,0,2,0,0,0,0,0,0,0
8000,ZEFAT,2,0,3,56,43,14,0,0,0,0,0,0,0
874,MIGDAL HAEMEQ,3,0,0,38,120,31,0,1,0,0,0,0,0
1139,KARMI'EL,3,0,0,33,99,6,2,0,0,0,0,0,0
2560,ARAD,1,0,9,32,70,4,0,0,0,0,0,0,0
1291,KEMEHIN,0,0,0,0,3,0,0,0,0,0,0,0,0
1020,OR AQIVA,7,0,0,0,0,1,0,0,0,0,0,0,0
70,ASHDOD,6,0,0,0,18,29,8,0,0,0,0,0,0
8400,REHOVOT,5,0,0,0,4,0,1,0,0,0,0,0,0
8400,REHOVOT,14,0,0,0,0,1,0,0,0,0,0,0,0
2660,YAVNE,5,0,0,0,3,2,0,0,0,0,0,0,0
4000,HAIFA,13,0,0,0,0,1,0,0,0,0,0,0,0
8400,REHOVOT,8,0,0,0,0,2,0,0,0,0,0,0,0
3000,JERUSALEM,0,0,32,82,82,56,7,2,0,1,0,0,0
4100,QAZRIN,0,0,11,8,55,26,0,0,0,0,0,0,0
2610,BET SHEMESH,0,0,0,0,10,9,2,0,0,0,0,0,0
2640,ROSH HAAYIN,6,0,0,0,1,0,1,0,0,0,0,0,0
8500,RAMLA,9,0,0,0,3,1,0,0,0,0,0,0,0
1020,OR AQIVA,4,0,0,0,18,1,0,0,0,0,0,0,0
4000,HAIFA,19,0,0,0,0,1,0,0,0,0,0,0,0
7300,NAZARETH,2,0,0,0,8,1,0,0,0,0,0,0,0
2560,ARAD,4,0,6,74,48,4,0,0,0,0,0,0,0
4000,HAIFA,10,0,0,0,1,1,0,0,0,0,0,0,0
8400,REHOVOT,11,0,0,0,0,1,0,0,0,0,0,0,0
1235,SHORASHIM,0,0,0,0,1,0,0,0,0,0,0,0,0
2630,QIRYAT GAT,0,0,0,1,15,3,1,0,0,0,0,0,0
4100,QAZRIN,3,0,0,0,33,9,0,0,0,0,0,0,0
2610,BET SHEMESH,3,0,0,32,69,9,1,0,0,0,0,0,0
2640,ROSH HAAYIN,3,0,0,2,10,3,0,0,0,0,0,0,0
1139,KARMI'EL,6,0,0,2,10,6,0,0,0,0,0,0,0
1311,AVSHALOM,1,0,0,0,1,0,0,0,0,0,0,0,0
246,NETIVOT,4,0,1,6,38,24,0,0,0,0,0,0,0
3569,MEVO DOTAN,1,0,0,0,1,0,0,0,0,0,0,0,0
6400,HERZLIYYA,3,0,2,10,19,5,5,0,0,0,0,0,0
4000,HAIFA,18,0,0,0,0,1,0,0,0,0,0,0,0
2300,QIRYAT TIV'ON,2,0,3,5,8,2,0,0,0,0,0,0,0
#N/A,EDEN,0,0,0,0,6,0,0,0,0,0,0,0,0
166,GAN YAVNE,1,0,1,7,6,0,1,0,0,0,0,0,0
1219,GORNOT HAGALIL,0,0,0,0,0,1,0,0,0,0,0,0,0
6300,GIV'ATAYIM,3,0,0,2,7,0,0,0,0,0,0,0,0
31,OFAQIM,3,0,0,107,142,72,2,1,0,0,0,0,0
7300,NAZARETH,7,0,0,0,0,1,0,0,0,0,0,0,0
28,MAZKERET BATYA,1,0,0,4,5,4,0,0,0,0,0,0,0
6400,HERZLIYYA,0,0,3,1,0,0,0,0,0,0,0,0,0
812,SHELOMI,2,0,0,3,33,15,1,0,0,0,0,0,0
2200,DIMONA,5,0,0,3,42,2,0,0,0,0,0,0,0
9800,BINYAMINA-GIV'AT ADA,2,0,0,9,7,3,0,0,0,0,0,0,0
2610,BET SHEMESH,2,0,5,42,100,24,4,0,0,0,0,0,0
246,NETIVOT,1,0,7,26,50,27,2,1,0,0,0,0,0
8800,SHEFAR'AM,1,0,0,9,0,0,0,0,0,0,0,0,0
7600,AKKO,7,0,0,2,18,2,0,0,0,0,0,0,0
1173,LAPPIDOT,0,0,0,0,2,0,0,0,0,0,0,0,0
1191,BAR YOHAY,0,0,0,0,3,0,0,0,0,0,0,0,0
1176,SAPPIR,1,0,0,0,4,4,0,0,0,0,0,0,0
246,NETIVOT,7,0,0,0,0,2,0,0,0,0,0,0,0
1061,NOF HAGALIL,0,0,0,5,10,0,0,0,0,0,0,0,0
70,ASHDOD,1,0,32,220,154,47,5,0,0,0,0,0,0
28,MAZKERET BATYA,4,0,0,0,1,0,0,0,0,0,0,0,0
2200,DIMONA,2,0,28,265,244,49,1,2,0,0,0,0,0
31,OFAQIM,0,0,0,2,6,0,0,0,0,0,0,0,0
2610,BET SHEMESH,5,0,0,0,13,3,0,0,0,0,0,0,0
1015,MEVASSERET ZIYYON,1,0,0,5,1,0,1,0,0,0,0,0,0
2800,QIRYAT SHEMONA,8,0,0,0,3,11,0,0,0,0,0,0,0
6700,TIBERIAS,5,0,0,0,31,5,0,1,0,0,0,0,0
8700,RA'ANNANA,2,0,1,2,16,4,0,0,0,0,0,0,0
9400,YEHUD,1,0,5,24,20,5,0,1,0,0,0,0,0
9400,YEHUD,7,0,0,0,1,0,0,0,0,0,0,0,0
9000,BE'ER SHEVA,14,0,0,0,0,1,0,0,0,0,0,0,0
1031,SEDEROT,1,0,2,64,104,22,3,0,0,0,0,0,0
6500,HADERA,4,0,0,2,20,8,0,0,0,0,0,0,0
9000,BE'ER SHEVA,11,0,0,0,1,4,0,0,0,0,0,0,0
1309,EL'AD,0,0,0,0,0,3,2,0,0,0,0,0,0
2630,QIRYAT GAT,1,0,9,122,112,47,6,1,0,0,0,0,0
6600,HOLON,4,0,9,21,27,10,0,0,0,0,0,0,0
2650,RAMAT HASHARON,5,0,0,0,0,3,0,0,0,0,0,0,0
2600,ELAT,5,0,0,0,5,0,0,0,0,0,0,0,0
3780,BETAR ILLIT,2,0,0,0,6,2,0,1,0,0,0,0,0
8700,RA'ANNANA,5,0,0,0,1,0,0,0,0,0,0,0,0
9400,YEHUD,4,0,0,3,8,3,2,0,0,0,0,0,0
7100,ASHQELON,4,0,0,97,145,54,1,0,0,0,0,0,0
6700,TIBERIAS,2,0,8,35,163,31,2,3,2,0,0,0,0
1031,SEDEROT,4,0,0,16,53,42,1,0,0,0,0,0,0
9200,BET SHE'AN,8,0,0,0,0,3,0,0,0,0,0,0,0
3572,KEFAR TAPPUAH,1,0,0,0,15,0,0,0,0,0,0,0,0
2650,RAMAT HASHARON,2,0,1,2,11,5,0,0,0,0,0,0,0
6500,HADERA,1,0,51,45,103,19,2,3,0,0,0,0,0
6600,HOLON,1,0,43,88,136,59,4,0,0,0,0,0,0
7100,ASHQELON,7,0,0,0,13,1,0,0,0,0,0,0,0
6700,TIBERIAS,8,0,0,0,13,0,1,0,0,0,0,0,0
2600,ELAT,2,0,0,8,49,9,1,0,0,0,0,0,0
3780,BETAR ILLIT,5,0,0,0,3,0,0,0,0,0,0,0,0
2640,ROSH HAAYIN,5,0,0,0,0,1,0,0,0,0,0,0,0
2530,BE'ER YA'AQOV,2,0,0,2,3,4,1,0,0,0,0,0,0
7100,ASHQELON,1,0,43,194,252,62,9,1,0,0,0,0,0
2640,ROSH HAAYIN,1,0,24,15,19,19,6,0,0,0,0,0,0
1139,KARMI'EL,1,0,12,48,125,13,1,0,0,0,0,0,0
7700,AFULA,1,0,6,86,150,35,1,1,0,0,0,0,0
8200,QIRYAT MOTZKIN,17,0,0,0,0,1,1,0,0,0,0,0,0
1031,SEDEROT,3,0,0,38,114,32,3,0,0,0,0,0,0
3572,KEFAR TAPPUAH,0,0,0,0,1,0,0,0,0,0,0,0,0
8400,REHOVOT,12,0,0,0,0,1,0,0,0,0,0,0,0
3000,JERUSALEM,4,0,10,72,121,57,6,0,0,0,0,0,0
9200,BET SHE'AN,7,0,0,0,0,1,0,0,0,0,0,0,0
6200,BAT YAM,4,0,5,27,47,12,0,0,0,0,0,0,0
6500,HADERA,2,0,0,54,42,11,0,0,0,0,0,0,0
6700,TIBERIAS,7,0,0,0,8,0,0,0,0,0,0,0,0
2640,ROSH HAAYIN,4,0,0,0,2,1,0,0,0,0,0,0,0
2530,BE'ER YA'AQOV,1,0,8,3,8,10,2,0,0,0,0,0,0
1066,BENE AYISH,3,0,0,2,0,0,0,0,0,0,0,0,0
565,AZOR,1,0,0,2,10,2,0,0,0,0,0,0,0
1031,SEDEROT,0,0,0,0,0,1,0,0,0,0,0,0,0
9000,BE'ER SHEVA,12,0,0,0,0,1,0,0,0,0,0,0,0
8400,REHOVOT,9,0,0,0,0,1,0,0,0,0,0,0,0
3000,JERUSALEM,1,0,106,187,243,119,17,1,0,0,0,0,0
6200,BAT YAM,1,0,13,96,141,38,2,0,0,0,0,0,0
9200,BET SHE'AN,4,0,0,0,61,48,0,0,0,0,0,0,0
2610,BET SHEMESH,7,0,0,0,3,0,0,0,0,0,0,0,0
7600,AKKO,8,0,0,0,0,4,0,0,0,0,0,0,0
2100,TIRAT KARMEL,3,0,7,33,30,10,2,0,0,0,0,0,0
#N/A,NEVE ZOHAR,1,0,0,1,3,0,0,0,0,0,0,0,0
831,YEROHAM,3,0,1,47,72,10,0,0,0,0,0,0,0
839,PETAHYA,0,0,0,0,0,0,1,0,0,0,0,0,0
#N/A,EFRATA,0,0,0,0,0,0,1,0,0,0,0,0,0
5000,TEL AVIV - YAFO,10,0,0,0,2,0,0,0,0,0,0,0,0
70,ASHDOD,2,0,5,212,111,34,3,0,0,0,0,0,0
7900,PETAH TIQWA,2,0,1,61,114,28,2,0,0,0,0,0,0
3762,ITAMAR,1,0,0,0,20,0,0,0,0,0,0,0,0
