_id,Lamas_code,settlement name,settlement name heb,settlement ID,BZB,Voters,Rejected,Accepted,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס
167,326,BET YIZHAQ-SH. HEFER,בית יצחק-שער חפר,326,1617,1303,4,1299,730,5,1,0,0,0,30,0,0,0,0,64,12,119,110,0,1,0,0,211,0,1,9,4,1,1
168,430,BET LEHEM HAGELILIT,בית לחם הגלילית,430,560,443,4,439,217,3,1,0,0,0,16,0,0,0,0,15,5,52,57,1,0,0,0,61,0,0,8,2,1,0
169,751,BET ME'IR,בית מאיר,751,355,285,2,283,4,21,0,0,0,0,77,0,0,0,0,12,1,91,0,3,0,0,0,9,0,0,3,39,1,22
170,784,BET NEHEMYA,בית נחמיה,784,611,477,2,475,123,4,1,0,0,1,23,0,0,0,0,77,3,116,33,0,0,0,0,77,0,0,9,4,1,3
171,16,BET NIR,בית ניר,16,377,305,0,305,148,0,0,0,0,0,7,0,0,0,0,2,1,7,106,0,0,0,0,31,0,0,2,0,1,0
172,672,BET NEQOFA,בית נקופה,672,406,315,1,314,91,2,1,0,0,0,12,0,0,0,0,24,9,94,19,0,0,0,0,42,0,1,5,6,0,8
173,202,BET OVED,בית עובד,202,267,225,0,225,135,0,0,0,0,0,3,0,0,0,0,10,2,17,23,0,0,0,0,26,0,0,7,1,1,0
174,301,BET UZZI'EL,בית עוזיאל,301,434,334,1,333,51,0,1,0,0,0,31,0,0,0,0,59,6,123,5,0,0,0,0,23,0,0,3,15,0,16
175,756,BET EZRA,בית עזרא,756,792,634,6,628,181,1,0,0,0,0,47,0,0,0,0,85,10,169,10,0,0,0,0,63,0,1,8,18,1,34
176,604,BET ARIF,בית עריף,604,672,551,3,548,54,8,0,0,0,1,36,0,1,0,0,97,5,237,10,1,0,0,0,38,0,0,10,15,1,34
177,598,BET QAMA,בית קמה,598,565,471,1,470,194,1,1,0,0,0,11,0,0,0,0,25,6,42,105,1,0,0,0,78,0,0,3,2,0,1
178,365,BET QESHET,בית קשת,365,402,293,3,290,175,0,2,0,0,0,12,0,0,0,0,16,1,4,54,0,0,0,0,19,0,0,6,0,1,0
179,848,BET RABBAN,בית רבן,848,302,251,0,251,3,1,0,0,0,0,128,0,0,0,0,8,0,42,0,0,0,0,0,2,0,0,0,57,0,10
180,1162,BET RIMMON,בית רימון,1162,283,241,0,241,18,0,0,0,0,0,153,0,0,0,0,5,0,36,5,0,0,0,0,9,0,0,0,14,0,1
181,9200,BET SHE'AN,בית שאן,9200,13392,9408,97,9311,467,88,31,1,0,6,595,1,0,0,0,666,236,4742,27,3,0,3,3,287,2,11,69,322,6,1745
182,2610,BET SHEMESH,בית שמש,2610,50926,34382,504,33878,1111,9589,8,1,1,1,3053,0,0,0,0,1187,1321,9051,162,34,3,4,1,881,2,10,169,2421,8,4860
183,248,BET SHE'ARIM,בית שערים,248,470,408,0,408,201,0,0,0,0,0,26,0,0,0,0,15,5,48,25,0,0,0,0,86,0,0,1,0,1,0
184,747,BET SHIQMA,בית שקמה,747,526,350,5,345,17,6,0,0,0,0,17,0,0,0,0,97,6,148,2,0,0,0,0,10,0,1,2,21,0,18
185,252,BITAN AHARON,ביתן אהרן,252,137,93,1,92,46,1,0,0,0,0,0,0,0,0,0,8,1,7,7,0,0,0,0,21,0,0,1,0,0,0
186,3780,BETAR ILLIT,ביתר עילית,3780,19103,16125,149,15976,22,9347,0,1,0,0,101,1,0,0,0,27,26,234,9,6,0,5,1,8,0,7,27,2249,1,3904
187,94,BALFURYA,בלפוריה,94,340,272,1,271,102,1,0,0,0,0,23,0,0,0,0,20,8,41,20,0,0,0,0,41,0,0,6,7,0,2
188,760,BEN ZAKKAY,בן זכאי,760,564,456,1,455,10,1,1,0,0,0,34,0,0,0,0,53,5,220,2,0,0,0,0,8,0,0,1,95,0,25
189,712,BEN AMMI,בן עמי,712,534,431,1,430,164,6,1,0,0,1,19,0,0,0,0,24,11,94,35,0,0,0,0,62,0,0,7,1,0,5
190,1084,BEN SHEMEN(K.NO'AR),בן שמן (כפר נוער),1084,237,167,0,167,66,0,0,0,0,0,0,0,0,0,0,41,1,15,15,0,0,0,0,26,0,0,0,0,0,3
191,2013,BEN SHEMEN (MOSHAV),בן שמן (מושב),2013,569,460,1,459,179,1,1,1,0,0,16,0,0,0,0,45,4,91,42,0,0,0,0,68,0,0,5,3,0,3
192,6100,BENE BERAQ,בני ברק,6100,101291,81065,2444,78621,1004,46661,13,2,3,9,1848,4,3,0,1,902,533,3591,158,30,1,8,4,508,4,36,129,4323,3,18843
193,1368,BNE DEQALIM,בני דקלים,1368,225,203,2,201,1,0,0,0,1,0,143,0,0,0,0,0,0,10,1,0,0,1,0,0,0,0,0,44,0,0
194,592,BENE DAROM,בני דרום,592,356,309,1,308,19,0,0,0,0,0,184,0,0,0,0,8,0,68,2,0,0,1,0,11,0,0,4,11,0,0
195,386,BENE DEROR,בני דרור,386,1034,746,5,741,374,0,2,0,0,0,24,0,0,0,0,35,8,132,43,0,0,0,0,109,0,1,11,1,0,1
196,4015,BENE YEHUDA,בני יהודה,4015,867,621,2,619,178,1,3,1,0,0,50,0,0,0,0,60,24,111,20,0,0,1,0,116,0,1,33,6,2,12
197,1363,BNE NETSARIM,בני נצרים,1363,187,170,0,170,1,2,0,0,0,0,44,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,118,0,1
198,448,BENE ATAROT,בני עטרות,448,595,497,0,497,237,4,2,0,0,4,16,0,0,0,0,38,1,59,48,0,0,0,0,73,0,1,7,4,0,3
199,1066,BENE AYISH,"בני עי""ש",1066,5747,4047,75,3972,268,16,0,0,0,0,288,0,0,0,0,327,981,1255,32,2,0,1,1,334,3,1,76,169,4,214
200,418,BENE ZIYYON,בני ציון,418,807,663,1,662,314,1,1,0,0,0,20,0,0,0,0,40,4,77,62,1,0,0,0,127,0,0,9,2,0,4
201,588,BENE RE'EM,בני ראם,588,801,654,3,651,7,36,0,0,0,0,179,0,0,0,0,35,3,193,1,0,0,0,0,20,0,1,0,124,0,52
202,685,BENAYA,בניה,685,610,529,3,526,219,0,0,0,0,0,31,0,0,0,0,33,8,82,31,0,0,1,0,107,0,0,9,5,0,0
203,9800,BINYAMINA-GIV'AT ADA,בנימינה-גבעת עדה,9800,9165,7018,47,6971,2671,15,13,0,0,1,353,2,0,0,0,527,89,1271,645,5,1,0,1,1087,0,5,89,42,4,150
204,1326,BASMA,"בסמ""ה",1326,5446,3622,56,3566,35,1,3334,1,0,0,0,0,2,0,5,41,0,19,89,1,0,2,21,5,0,2,0,1,1,6
205,944,BASMAT TAB'UN,בסמת טבעון,944,4656,2393,39,2354,170,9,1837,1,1,1,7,1,1,0,16,150,4,25,35,0,2,12,57,8,1,2,2,1,0,11
206,483,BI'NE,בענה,483,4832,3824,11,3813,12,0,3670,0,1,1,3,0,0,0,0,4,26,7,47,0,0,1,1,1,0,1,0,0,0,38
207,389,BAZRA,בצרה,389,691,556,3,553,301,0,0,0,0,0,27,0,0,0,0,21,2,49,44,0,0,0,0,97,0,0,8,4,0,0
208,589,BEZET,בצת,589,286,212,2,210,73,0,3,0,0,0,20,0,0,0,0,15,6,34,6,0,0,0,0,41,0,0,9,1,1,1
209,864,BEQOA,בקוע,864,440,355,1,354,56,2,0,0,0,0,29,0,0,0,0,49,2,157,3,1,0,0,0,17,0,0,1,17,0,20
210,3612,BEQA'OT,בקעות,3612,142,115,0,115,24,0,0,0,0,0,10,0,0,0,0,8,0,45,0,1,0,0,0,21,0,0,5,0,0,1
211,823,BAR GIYYORA,בר גיורא,823,395,300,5,295,50,6,1,0,0,0,26,0,0,0,0,25,3,120,17,0,0,1,0,16,1,0,2,12,0,15
212,1191,BAR YOHAY,בר יוחאי,1191,423,337,1,336,3,19,0,0,0,0,118,0,0,0,0,10,1,86,0,0,0,1,0,1,0,1,3,56,0,37
213,3744,BRUKHIN,ברוכין,3744,230,198,0,198,0,1,0,0,0,0,154,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,18,0,0
214,428,BEROR HAYIL,ברור חיל,428,674,467,0,467,269,0,1,0,0,0,7,0,0,0,0,30,2,50,43,0,0,0,1,52,0,0,10,1,0,1
215,2060,BEROSH,ברוש,2060,248,187,2,185,32,5,0,0,0,0,10,0,0,0,0,18,2,81,1,0,0,0,0,12,1,0,1,6,0,16
216,3710,BERAKHA,ברכה,3710,953,818,2,816,3,1,3,0,0,0,225,0,0,0,0,3,1,476,1,0,0,0,0,1,0,0,1,97,0,4
217,746,BEREKHYA,ברכיה,746,696,596,5,591,6,3,0,0,0,0,44,0,0,0,0,12,0,197,0,0,0,0,0,8,0,0,1,289,1,30
218,667,BAR'AM,ברעם,667,483,340,0,340,142,0,0,0,0,0,3,0,0,0,0,9,3,7,144,0,0,0,0,26,0,0,3,0,2,1
219,141,BARAQ,ברק,141,311,225,1,224,75,0,0,0,0,0,19,0,0,0,0,15,6,70,1,0,0,0,0,22,0,0,9,1,0,6
220,617,BARQAY,ברקאי,617,484,330,3,327,160,1,4,0,0,0,0,1,0,0,0,10,4,6,112,1,0,0,1,17,0,0,9,0,0,1
221,3654,BARQAN,ברקן,3654,1180,898,2,896,69,2,2,0,0,0,179,0,0,0,1,61,35,436,6,0,0,0,0,71,0,0,21,11,1,1
222,2038,BAREQET,ברקת,2038,971,853,0,853,5,11,0,0,0,0,141,0,0,0,0,41,1,326,1,0,0,2,0,7,0,0,3,244,0,71
223,1323,BAT HADAR,בת הדר,1323,426,322,0,322,67,3,0,0,0,0,21,0,0,0,0,36,6,109,5,0,0,0,0,57,0,0,5,6,0,7
224,1361,BAT HEN,בת חן,1361,500,403,5,398,230,2,1,0,0,1,10,0,0,0,0,22,4,54,18,0,0,0,0,51,0,0,3,2,0,0
225,1319,BAT HEFER,בת חפר,1319,3573,2831,13,2818,1130,4,3,0,0,0,154,1,0,0,0,241,46,403,153,0,0,0,0,562,0,0,70,29,2,20
226,6200,BAT YAM,בת ים,6200,124035,69206,1002,68204,9942,704,123,10,5,21,3513,14,1,0,5,7662,8785,22756,966,12,14,7,14,6344,28,52,823,1651,60,4692
227,3794,BAT AYIN,בת עין,3794,703,525,1,524,2,9,0,0,0,0,185,0,0,0,0,3,0,74,1,1,0,3,0,4,2,2,10,212,2,14
228,33,BAT SHELOMO,בת שלמה,33,397,323,3,320,117,1,2,0,0,0,17,1,0,0,0,26,6,49,38,0,0,0,0,46,0,1,13,1,0,2
229,1292,JUDEIDE-MAKER,ג'דיידה-מכר,1292,12533,8669,61,8608,195,2,8166,2,0,3,11,0,2,0,7,16,7,25,54,1,1,4,44,7,3,5,4,20,3,26
230,485,JULIS,ג'ולס,485,4233,2532,35,2497,1036,0,140,0,0,0,3,0,0,0,0,332,269,352,22,1,0,0,5,126,0,4,12,62,2,131
231,627,JALJULYE,ג'לג'וליה,627,5410,4440,16,4424,239,0,3983,0,0,0,5,0,0,0,0,16,2,6,155,0,0,0,12,3,0,0,0,1,1,1
232,976,#N/A,ג'נאביב (שבט),976,327,125,3,122,9,0,61,0,0,0,3,1,0,0,0,0,1,5,2,0,0,6,4,12,0,2,0,2,7,7
233,541,JISR AZ-ZARQA,ג'סר א-זרקא,541,7792,4526,23,4503,124,1,3524,1,1,2,6,0,0,0,1,6,0,52,165,0,1,3,20,196,1,2,2,3,1,391
234,487,JISH(GUSH HALAV),ג'ש (גוש חלב),487,2309,1374,14,1360,117,1,945,0,1,0,3,0,0,0,0,17,157,3,76,0,0,0,9,7,1,1,3,5,0,14
235,628,JATT,ג'ת,628,7038,3708,31,3677,17,0,3467,0,0,0,1,1,1,0,0,7,1,5,130,0,0,2,16,3,0,1,1,1,0,23
236,872,GE'ULE TEMAN,גאולי תימן,872,273,206,0,206,19,5,16,0,0,0,20,0,0,0,0,49,2,76,2,0,0,0,0,9,0,1,1,1,1,4
237,379,GE'ULIM,גאולים,379,647,528,6,522,147,7,0,0,0,0,36,0,0,0,0,89,6,131,18,0,0,0,0,56,0,1,6,5,2,18
238,853,GE'ALYA,גאליה,853,814,640,0,640,251,0,1,0,0,0,17,0,0,0,0,61,16,102,34,0,0,0,0,136,0,1,11,6,2,2
239,352,GEVULOT,גבולות,352,273,165,4,161,48,0,1,0,0,0,4,0,0,0,0,11,9,9,59,0,0,0,0,13,0,0,6,1,0,0
240,424,GEVIM,גבים,424,353,269,0,269,147,0,0,0,0,0,10,0,0,0,0,17,4,14,51,0,0,0,0,24,0,0,2,0,0,0
241,3763,GEVA BINYAMIN,גבע בנימין,3763,2743,2182,21,2161,67,30,2,1,0,0,363,0,0,0,0,150,55,869,6,0,0,1,0,75,0,1,16,276,0,249
242,683,GEVA  KARMEL,גבע כרמל,683,648,520,4,516,238,4,0,0,0,0,20,0,0,0,0,78,5,76,19,0,0,0,0,56,0,0,10,0,0,10
243,86,GEVA,גבע,86,513,389,2,387,314,0,1,0,0,0,4,0,0,0,0,0,4,9,30,0,0,0,0,18,0,0,7,0,0,0
244,2014,GIV'OLIM,גבעולים,2014,258,216,4,212,5,2,0,0,0,0,7,0,0,0,0,24,1,148,0,0,0,0,0,2,0,1,0,14,0,8
245,3644,GIV'ON HAHADASHA,גבעון החדשה,3644,1026,758,9,749,100,0,2,1,0,0,95,1,0,0,0,83,27,272,14,1,1,0,0,108,1,1,11,12,0,19
246,1344,GEVA'OT BAR,גבעות בר,1344,310,255,1,254,80,0,2,0,0,0,15,0,0,0,0,24,4,54,11,0,0,1,0,54,0,0,5,2,0,2
247,1293,GIV'AT AVNI,גבעת אבני,1293,1612,1203,6,1197,293,5,1,0,0,0,112,0,0,0,0,123,15,353,22,5,0,0,0,200,0,1,13,21,0,33
248,1288,GIV'AT ELA,גבעת אלה,1288,1582,1231,2,1229,648,1,3,0,0,0,21,0,0,0,0,64,7,112,141,1,0,0,0,210,0,0,14,5,0,2
249,147,GIV'AT BRENNER,גבעת ברנר,147,1802,1364,6,1358,774,1,3,0,0,0,37,0,0,0,0,60,10,124,135,1,0,0,0,180,0,0,27,1,0,5
250,870,GIV'AT HASHELOSHA,גבעת השלושה,870,449,348,1,347,220,0,0,0,0,0,11,0,0,0,0,23,5,19,31,1,0,0,0,28,0,0,6,1,0,2
251,3730,GIV'AT ZE'EV,גבעת זאב,3730,10109,7854,52,7802,567,1051,6,1,0,2,813,1,0,0,0,472,119,2644,64,4,1,0,0,498,0,2,80,599,3,875
252,207,GIV'AT HEN,"גבעת ח""ן",207,299,252,3,249,161,0,0,0,0,0,6,0,0,0,0,11,1,18,20,1,0,0,0,27,0,0,2,1,1,0
253,2018,GIV'AT HAYYIM (IHUD),גבעת חיים (איחוד),2018,897,691,0,691,500,2,2,0,0,0,7,0,0,0,0,10,5,5,105,0,0,0,0,51,0,1,3,0,0,0
254,173,GIV'AT HAYYIM(ME'UHAD),גבעת חיים (מאוחד),173,868,687,5,682,479,2,1,0,0,0,16,0,0,0,0,22,2,26,80,0,0,0,0,41,0,0,7,2,2,2
255,4021,GIV'AT YO'AV,גבעת יואב,4021,434,345,2,343,125,0,0,0,0,0,34,0,0,0,0,29,17,52,13,2,0,0,0,51,0,0,11,3,4,2
256,787,GIV'AT YE'ARIM,גבעת יערים,787,874,683,2,681,137,11,4,0,0,0,62,0,0,0,0,73,7,230,60,0,0,0,0,45,0,1,6,20,1,24
257,919,GIV'AT YESHA'YAHU,גבעת ישעיהו,919,446,376,2,374,136,1,1,0,0,0,19,0,0,0,0,40,4,62,48,0,0,0,0,40,0,0,8,7,0,8
258,802,GIV'AT KOAH,"גבעת כ""ח",802,610,461,0,461,55,8,0,0,0,0,42,0,0,0,0,88,8,153,6,0,0,0,0,50,0,1,5,24,0,21
259,360,GIV'AT NILI,"גבעת ניל""י",360,412,333,0,333,67,0,2,0,0,0,12,0,0,0,0,54,0,112,27,0,0,0,0,44,0,1,12,0,1,1
260,703,GIV'AT OZ,גבעת עוז,703,398,269,2,267,150,1,1,0,0,0,10,0,0,0,1,10,1,16,55,0,0,0,0,15,0,0,7,0,0,0
261,681,GIV'AT SHEMU'EL,גבעת שמואל,681,16616,13288,53,13235,2156,207,9,1,0,3,3818,0,0,0,0,878,182,3211,362,18,0,0,3,1283,0,0,94,503,7,500
262,1077,GIV'AT SHAPPIRA,גבעת שפירא,1077,210,174,1,173,82,0,4,0,0,0,3,0,0,0,0,8,2,18,14,0,0,0,0,41,0,0,0,1,0,0
263,793,GIV'ATI,גבעתי,793,592,446,4,442,73,0,0,0,0,2,14,0,0,0,0,99,11,142,5,0,0,0,0,44,0,1,13,14,0,24
264,6300,GIV'ATAYIM,גבעתיים,6300,45863,33727,241,33486,13526,193,101,1,1,8,1520,3,0,0,0,2595,443,5636,3219,12,2,1,3,5183,3,6,319,268,26,417
265,342,GEVAR'AM,גברעם,342,296,211,0,211,115,1,0,0,0,0,3,0,0,0,0,12,8,19,13,2,0,0,0,32,0,0,4,0,1,1
266,133,GEVAT,גבת,133,644,540,5,535,389,0,0,0,0,0,9,0,1,0,0,16,2,15,52,0,0,0,0,45,0,0,6,0,0,0
267,35,GADOT,גדות,35,355,243,0,243,153,0,0,0,0,0,6,0,0,0,0,9,3,6,38,0,0,0,0,17,0,0,10,0,1,0
268,145,GADISH,גדיש,145,259,197,5,192,7,2,0,0,0,0,9,0,0,0,0,18,0,128,0,0,0,0,0,3,1,0,0,2,0,22
269,442,GID'ONA,גדעונה,442,254,190,3,187,33,6,0,0,0,0,11,0,0,0,0,11,5,82,4,0,0,0,0,13,0,1,8,3,0,10
270,2550,GEDERA,גדרה,2550,15469,11879,105,11774,2793,83,8,0,1,0,875,1,0,0,0,1225,306,3574,372,7,3,5,1,1607,1,8,122,430,7,345
271,852,GONEN,גונן,852,342,244,0,244,131,0,1,0,0,0,15,0,0,0,0,8,1,8,43,0,0,0,0,23,0,0,12,0,0,2
272,755,GOREN,גורן,755,351,264,4,260,28,6,0,0,0,0,12,0,0,0,0,30,1,118,1,0,0,0,0,8,0,0,1,2,0,53
273,1219,GORNOT HAGALIL,גורנות הגליל,1219,159,107,0,107,22,4,0,0,0,0,3,0,0,0,0,14,2,35,2,0,0,0,0,7,0,0,2,1,0,15
274,457,GAZIT,גזית,457,584,436,0,436,204,0,2,0,0,0,2,0,0,0,0,14,5,11,160,0,0,0,0,31,1,0,5,1,0,0
275,370,GEZER,גזר,370,356,191,0,191,97,0,2,0,0,0,3,0,0,0,0,7,1,16,49,0,0,0,0,12,0,0,2,0,1,1
276,706,GE'A,גיאה,706,523,422,3,419,167,1,1,0,0,0,25,0,0,0,0,47,1,84,10,0,0,0,0,72,0,0,5,3,1,2
277,196,GIBBETON,גיבתון,196,228,193,0,193,103,2,0,0,0,0,8,0,0,0,0,10,1,18,20,0,0,0,0,28,0,0,3,0,0,0
278,1043,GIZO,גיזו,1043,127,102,0,102,25,1,0,0,0,0,6,0,0,0,0,5,0,39,13,0,0,0,0,11,0,0,0,0,0,2
279,1204,GILON,גילון,1204,860,672,1,671,323,0,1,0,0,0,20,0,0,0,0,48,8,76,48,0,0,0,0,141,0,0,5,1,0,0
280,736,GILAT,גילת,736,878,671,1,670,78,1,0,0,0,0,44,0,0,0,0,58,15,360,3,1,0,1,0,46,0,1,7,42,0,13
281,262,GINNOSAR,גינוסר,262,519,372,6,366,212,0,1,0,0,0,13,0,0,0,0,17,4,37,24,0,0,0,0,37,0,1,16,3,0,1
282,92,GINNEGAR,גיניגר,92,536,382,1,381,242,1,1,0,0,1,6,1,0,0,0,15,6,28,47,0,0,0,1,26,0,0,4,1,1,0
283,863,GINNATON,גינתון,863,613,499,1,498,212,3,1,0,0,0,21,0,0,0,0,54,8,72,27,0,0,0,0,83,0,0,9,2,1,5
284,1206,GITTA,גיתה,1206,184,134,1,133,37,0,1,0,0,0,6,0,0,0,0,10,15,33,16,1,0,0,0,9,0,0,3,1,1,0
285,3613,GITTIT,גיתית,3613,187,150,0,150,16,0,0,0,0,0,61,0,0,0,0,10,2,36,1,0,0,0,0,2,0,0,3,19,0,0
286,393,GAL'ON,גלאון,393,388,264,2,262,133,0,1,0,0,0,5,0,0,0,0,8,1,7,76,0,0,0,0,28,0,0,2,1,0,0
287,3606,GILGAL,גלגל,3606,132,82,0,82,17,0,0,0,0,0,15,0,0,0,0,6,0,21,1,0,0,0,0,22,0,0,0,0,0,0
288,346,GELIL YAM,גליל ים,346,318,271,2,269,169,0,4,0,0,0,6,0,0,0,0,9,0,17,28,0,0,0,0,31,0,0,0,0,1,4
289,369,GAL'ED (EVEN YIZHAQ),גלעד (אבן יצחק),369,358,272,1,271,185,0,0,0,0,0,3,0,0,0,0,10,1,6,32,0,0,0,0,29,0,0,3,0,1,1
290,745,GIMZO,גמזו,745,631,531,1,530,11,14,0,0,0,0,276,0,0,0,0,17,4,113,7,1,0,0,0,11,0,0,1,59,0,16
291,1072,GAN HADAROM,גן הדרום,1072,304,264,0,264,99,0,0,0,0,0,7,0,0,0,0,37,0,64,7,0,0,0,0,40,0,0,5,2,0,3
292,225,GAN HASHOMERON,גן השומרון,225,576,452,0,452,228,0,1,0,0,0,11,0,0,0,0,47,5,33,41,0,0,0,0,78,0,0,7,0,0,1
293,239,GAN HAYYIM,גן חיים,239,521,442,3,439,204,1,1,0,0,1,16,0,0,0,0,28,8,30,52,0,0,0,0,89,1,0,7,1,0,0
294,734,GAN YOSHIYYA,גן יאשיה,734,580,481,1,480,255,0,0,0,0,0,22,0,0,0,0,24,6,35,50,0,0,0,0,78,0,0,7,1,0,2
295,166,GAN YAVNE,גן יבנה,166,14381,11099,71,11028,2248,125,4,0,0,1,866,2,1,0,0,1177,359,3499,210,4,0,2,3,1555,1,5,224,309,10,423
296,1274,GAN NER,גן נר,1274,1897,1409,7,1402,394,3,0,0,0,0,108,0,0,0,0,117,46,449,54,0,0,0,0,177,0,1,25,10,0,18
297,311,GAN SOREQ,גן שורק,311,247,199,1,198,87,2,0,0,0,0,14,0,0,0,0,11,0,30,10,0,0,0,0,38,0,0,5,0,1,0
298,144,GAN SHELOMO,גן שלמה,144,379,304,3,301,215,0,1,0,0,0,8,0,0,0,0,7,0,4,36,0,0,0,0,26,0,0,1,3,0,0
299,72,GAN SHEMU'EL,גן שמואל,72,854,675,4,671,291,0,3,0,0,0,2,0,0,0,0,10,0,6,318,0,0,0,0,32,0,0,8,0,0,1
300,549,GANNOT HADAR,גנות הדר,549,600,494,1,493,166,2,0,0,0,0,26,0,0,0,0,50,6,112,11,1,0,0,0,109,0,0,5,3,0,2
301,836,GANNOT,גנות,836,347,286,2,284,93,3,0,0,0,0,14,0,0,0,0,20,7,65,18,0,0,0,0,58,0,0,3,0,0,3
302,1103,GANNE HADAR,גני הדר,1103,229,187,1,186,89,0,0,0,0,1,6,0,0,0,0,8,2,23,19,1,0,0,0,33,0,0,3,1,0,0
303,1371,GANNE TAL,גני טל,1371,321,295,0,295,1,4,0,0,0,0,220,0,0,0,0,3,1,39,0,0,0,0,0,6,0,0,1,18,0,2
304,862,GANNE YOHANAN,גני יוחנן,862,519,401,6,395,127,0,0,0,0,0,12,0,0,0,0,59,5,85,11,1,0,0,0,71,0,0,6,5,2,11
305,218,GANNE AM,גני עם,218,200,160,0,160,73,0,1,0,0,0,4,0,0,0,0,11,0,16,17,0,0,0,0,31,0,0,4,2,0,1
306,229,GANNE TIQWA,גני תקווה,229,11599,9175,59,9116,2811,236,11,0,0,5,540,0,1,0,0,708,131,1879,406,2,1,1,0,1445,0,1,84,220,5,629
307,842,GA'ASH,געש,842,580,456,4,452,251,0,0,0,0,0,5,0,0,0,0,9,2,4,145,0,0,0,0,29,0,1,6,0,0,0
308,463,GA'TON,געתון,463,462,312,2,310,153,0,2,0,0,0,4,0,0,0,0,4,3,12,93,0,0,0,0,28,0,0,10,0,0,1
309,39,GEFEN,גפן,39,252,197,3,194,4,9,0,0,0,0,18,1,0,0,0,15,1,107,1,0,0,0,1,3,0,0,2,3,1,28
310,1129,GEROFIT,גרופית,1129,293,187,2,185,100,0,0,0,0,0,7,0,0,0,0,5,0,19,30,0,0,0,0,22,0,1,1,0,0,0
311,4022,GESHUR,גשור,4022,195,138,1,137,59,0,0,0,0,0,10,0,0,0,0,12,1,16,14,0,0,0,0,14,0,0,9,0,0,2
312,574,GESHER HAZIW,גשר הזיו,574,1116,825,6,819,357,1,1,0,0,0,25,0,0,0,0,62,19,146,67,0,0,0,0,133,0,1,4,1,0,2
313,305,GESHER,גשר,305,420,281,0,281,191,0,0,0,0,0,5,0,0,0,0,8,5,16,25,1,0,1,0,23,0,0,6,0,0,0
314,340,GAT(QIBBUZ),גת (קיבוץ),340,471,332,1,331,170,0,2,0,0,0,7,0,0,0,0,17,2,17,77,0,0,0,0,33,0,0,4,0,2,0
315,128,GAT RIMMON,גת רימון,128,195,152,0,152,61,0,0,0,0,1,4,0,0,0,0,22,2,24,9,0,0,0,0,25,0,0,2,0,0,2
316,494,DALIYAT AL-KARMEL,דאלית אל-כרמל,494,11579,6790,124,6666,1556,3,460,1,0,0,16,0,1,0,4,2506,627,519,126,1,1,1,13,411,4,8,23,1,5,379
317,146,DEVORA,דבורה,146,219,163,2,161,73,0,0,0,0,0,7,0,0,0,0,23,0,24,1,0,0,0,0,26,0,0,2,1,0,4
318,489,DABURIYYA,דבוריה,489,6074,4512,8,4504,15,0,4397,0,1,0,3,0,0,0,3,3,9,10,22,0,0,0,24,1,0,2,2,1,0,11
319,849,DEVIRA,דבירה,849,505,398,0,398,193,0,0,0,0,0,9,0,0,0,0,15,2,17,107,0,0,0,0,47,0,0,4,4,0,0
320,407,DAVERAT,דברת,407,235,163,2,161,99,0,0,0,0,0,3,0,0,0,0,8,4,12,6,0,0,0,0,19,0,1,4,0,1,4
321,62,DEGANYA ALEF,דגניה א',62,524,368,2,366,258,0,0,0,0,0,5,0,0,0,0,22,1,16,28,0,0,0,0,30,0,0,6,0,0,0
322,79,DEGANYA BET,דגניה ב',79,526,407,3,404,266,0,0,0,0,0,9,0,0,0,0,18,3,21,37,0,0,0,0,41,0,1,8,0,0,0
323,1067,DOVEV,"דוב""ב",1067,344,217,0,217,12,5,0,0,0,0,14,0,0,0,0,30,1,129,0,0,0,0,0,1,0,0,1,2,0,22
324,3747,DOLEV,דולב,3747,725,611,3,608,4,1,0,0,0,0,459,0,0,0,0,3,1,73,2,0,0,1,0,0,0,0,5,59,0,0
325,738,DOR,דור,738,266,220,1,219,94,0,1,0,0,1,10,0,0,0,0,28,1,41,11,0,0,0,0,30,0,0,2,0,0,0
326,336,DOROT,דורות,336,513,384,2,382,245,0,0,0,0,0,14,0,0,0,0,12,3,7,48,0,0,0,0,40,0,1,11,0,0,1
327,475,DAHI,דחי,475,429,259,3,256,7,2,231,0,0,0,0,0,0,0,0,1,0,1,8,0,0,1,5,0,0,0,0,0,0,0
328,490,DEIR AL-ASAD,דייר אל-אסד,490,7130,5715,47,5668,134,0,4976,0,1,1,0,0,1,0,6,24,4,25,102,2,0,2,25,3,1,1,5,5,1,349
329,492,DEIR HANNA,דייר חנא,492,6437,5339,23,5316,92,3,4955,0,1,0,0,0,1,0,2,65,25,34,62,0,2,1,20,11,0,3,1,3,0,35
330,2200,DIMONA,דימונה,2200,26988,16395,284,16111,1258,156,25,0,0,4,1084,5,0,0,2,1176,1577,6615,76,5,5,4,6,1419,2,16,198,474,12,1992
331,2063,DISHON,דישון,2063,299,204,1,203,34,0,0,0,0,0,10,0,0,0,0,50,0,83,1,0,0,0,0,7,0,0,3,1,1,13
332,300,DALIYYA,דליה,300,670,522,0,522,259,1,2,0,0,0,6,0,0,0,0,8,1,5,195,0,0,0,0,40,0,0,2,1,2,0
