Committee symbol,ballot id,Lamas_code,settlement name,settlement name_Heb,settlement ID,Ballot num,concentrate,Judge,BZB,Voters,Rejected,Accepted,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,ינ,יף,יק,יר,כ,כן,ל,מחל,נ,נז,ני,נץ,נק,פה,ףז,ץ,ק,קי,קך,קץ,שס
7,2895,4000,HAIFA,חיפה,4000,281,186,0,555,334,6,328,9,0,270,0,0,0,1,0,0,0,0,1,1,0,0,11,12,0,0,0,0,0,23,0,0,0,0,0,0,0
7,2896,4000,HAIFA,חיפה,4000,290,150,0,654,333,2,331,19,1,203,0,0,0,0,2,0,0,0,1,0,0,0,24,26,0,0,0,0,0,55,0,0,0,0,0,0,0
7,2897,4000,HAIFA,חיפה,4000,291,150,0,548,275,1,274,33,0,117,1,0,0,1,0,1,0,0,0,0,0,1,30,37,1,0,0,0,0,46,1,2,0,0,0,0,3
7,2898,4000,HAIFA,חיפה,4000,297,114,0,642,265,3,262,11,0,128,0,0,0,0,0,0,0,0,0,0,0,0,45,40,0,0,0,1,0,36,0,0,0,0,0,0,1
7,2899,4000,HAIFA,חיפה,4000,298,68,0,743,358,1,357,9,0,285,0,0,0,1,0,0,0,0,0,0,0,0,16,26,0,0,0,0,0,18,0,0,0,1,0,1,0
7,2900,4000,HAIFA,חיפה,4000,299,114,0,633,217,5,212,15,3,98,0,0,0,0,0,0,0,0,0,0,0,0,35,32,0,0,0,2,0,26,0,0,0,0,0,0,1
7,2901,4000,HAIFA,חיפה,4000,301,58,0,591,292,4,288,13,6,113,0,0,0,2,0,0,0,0,0,0,0,1,100,44,0,0,0,0,0,8,0,0,0,0,0,0,1
7,2902,4000,HAIFA,חיפה,4000,52,47,0,756,323,1,322,1,2,208,0,0,0,0,0,0,0,0,0,0,0,0,30,54,0,0,0,0,0,22,0,1,1,0,0,0,3
7,2903,4000,HAIFA,חיפה,4000,54,47,0,597,264,5,259,3,5,189,0,0,0,2,0,0,0,0,0,0,0,0,17,29,0,0,0,1,0,13,0,0,0,0,0,0,0
7,2904,4000,HAIFA,חיפה,4000,306,189,0,525,160,1,159,13,1,45,0,1,0,0,0,0,0,0,0,0,0,0,22,36,1,0,0,0,1,33,0,0,0,0,0,2,4
7,2905,4000,HAIFA,חיפה,4000,335.1,185,0,557,230,1,229,6,36,12,0,1,0,5,0,1,1,0,0,0,1,0,54,66,0,0,0,1,0,31,0,0,0,0,0,0,14
7,2906,4000,HAIFA,חיפה,4000,335.2,185,0,557,237,2,235,8,53,20,0,0,0,0,0,0,0,0,0,0,0,0,68,53,0,0,0,0,0,30,0,0,0,0,0,0,3
7,2907,4000,HAIFA,חיפה,4000,338,47,0,547,170,1,169,8,12,40,2,0,0,0,0,0,0,0,0,0,0,0,48,28,0,0,0,1,0,25,0,0,0,0,0,0,5
7,2908,4000,HAIFA,חיפה,4000,339,93,0,622,274,2,272,3,0,3,0,0,0,3,0,0,0,1,0,0,0,1,43,144,0,0,0,0,0,58,0,0,0,0,0,2,14
7,2909,4000,HAIFA,חיפה,4000,376,134,0,598,231,0,231,6,1,45,1,0,0,4,0,0,1,0,0,0,0,0,73,61,0,0,0,1,0,32,1,0,0,1,0,0,4
7,2910,4000,HAIFA,חיפה,4000,377,195,0,701,300,9,291,10,0,6,0,0,0,4,0,0,0,0,0,0,0,0,64,148,0,0,1,1,0,46,1,0,0,0,0,0,10
7,2911,4000,HAIFA,חיפה,4000,379,93,0,623,284,3,281,6,5,10,0,0,0,1,1,0,0,0,1,0,0,1,146,74,0,0,1,0,0,34,0,0,0,1,0,0,0
7,2912,4000,HAIFA,חיפה,4000,381,93,0,610,269,5,264,8,1,4,0,0,0,6,1,0,0,0,2,0,0,0,58,127,0,0,1,1,0,43,0,0,1,0,0,0,11
7,2913,4000,HAIFA,חיפה,4000,382,195,0,649,232,5,227,0,1,23,0,0,0,2,0,0,0,0,0,0,1,0,54,88,0,0,0,0,0,52,2,0,0,0,0,0,4
7,2914,4000,HAIFA,חיפה,4000,384,255,0,523,273,0,273,2,2,245,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2915,4000,HAIFA,חיפה,4000,386,47,0,638,280,3,277,2,1,194,0,0,0,1,0,0,0,0,0,0,0,0,15,37,0,0,0,0,0,22,0,0,2,0,0,0,3
7,2916,4000,HAIFA,חיפה,4000,387,134,0,725,259,4,255,6,4,62,0,0,0,3,0,0,0,0,0,0,0,0,64,64,0,0,0,0,0,38,1,0,1,0,1,0,11
7,2917,4000,HAIFA,חיפה,4000,388,256,0,628,223,5,218,6,2,47,0,0,0,1,0,0,0,0,0,0,0,0,69,49,0,0,0,0,0,38,0,0,1,0,1,0,4
7,2918,4000,HAIFA,חיפה,4000,430,255,1,512,269,3,266,4,0,206,0,0,0,1,0,1,0,0,0,0,0,0,13,28,0,1,0,0,0,11,0,0,0,0,0,0,1
7,2919,4000,HAIFA,חיפה,4000,57.1,199,0,435,160,0,160,9,1,90,0,0,0,0,0,0,0,0,0,0,0,0,16,28,0,0,0,0,0,10,0,1,0,0,0,0,5
7,2920,4000,HAIFA,חיפה,4000,57.2,199,0,434,134,1,133,5,2,74,0,0,0,3,0,0,0,0,0,0,0,0,12,17,0,0,0,2,0,15,0,1,0,0,0,0,2
7,2921,4000,HAIFA,חיפה,4000,293,63,0,567,209,2,207,14,4,51,0,0,0,2,0,1,0,0,0,0,0,0,36,53,0,0,0,2,0,43,0,0,1,0,0,0,0
7,2922,4000,HAIFA,חיפה,4000,294,63,0,686,275,1,274,17,2,62,2,0,0,3,0,0,0,0,0,0,0,0,79,62,0,0,0,3,0,43,0,0,0,1,0,0,0
7,2923,4000,HAIFA,חיפה,4000,303,143,0,557,244,7,237,13,0,145,0,0,0,1,0,0,0,0,0,0,0,0,18,32,0,0,0,0,0,25,0,0,0,0,1,0,2
7,2924,4000,HAIFA,חיפה,4000,304,143,0,771,227,6,221,22,8,27,1,0,0,2,0,0,0,0,0,0,0,1,63,51,0,0,0,1,0,32,1,0,0,0,0,1,11
7,2925,4000,HAIFA,חיפה,4000,305.1,231,0,551,168,0,168,11,3,53,0,0,0,2,0,0,0,0,0,0,0,0,31,34,1,0,0,1,0,28,0,0,0,0,0,0,4
7,2926,4000,HAIFA,חיפה,4000,305.2,231,0,550,152,2,150,5,2,60,0,0,0,0,0,0,0,0,0,1,0,0,22,35,0,0,0,1,0,21,0,0,0,0,1,0,2
7,2927,4000,HAIFA,חיפה,4000,310,122,0,735,311,3,308,71,5,7,1,0,0,10,0,0,0,0,0,0,0,1,88,69,0,0,0,0,0,50,1,0,0,0,0,0,5
7,2928,4000,HAIFA,חיפה,4000,311,63,0,680,240,5,235,43,12,17,0,0,0,15,0,0,0,0,0,0,0,0,53,47,0,0,0,0,0,36,0,1,0,0,0,0,11
7,2929,4000,HAIFA,חיפה,4000,315,63,0,621,245,3,242,19,8,6,0,0,0,5,0,0,0,0,0,0,0,0,84,66,1,0,0,1,0,44,0,0,0,0,0,0,8
7,2930,4000,HAIFA,חיפה,4000,317,63,0,523,193,8,185,12,32,9,1,0,0,4,0,0,0,0,2,0,0,0,42,46,0,1,0,0,0,32,0,0,0,0,0,0,4
7,2931,4000,HAIFA,חיפה,4000,318,197,0,677,357,3,354,14,154,5,0,0,0,7,0,0,0,0,0,0,0,0,44,51,0,1,0,4,0,28,0,0,0,0,0,1,45
7,2932,4000,HAIFA,חיפה,4000,320,135,0,523,228,2,226,6,98,7,1,0,0,1,0,0,0,0,0,0,0,0,39,28,0,0,0,3,1,26,0,0,1,0,0,0,15
7,2933,4000,HAIFA,חיפה,4000,327,72,0,579,258,4,254,11,64,4,0,0,0,3,0,0,0,0,0,0,0,0,49,62,0,0,0,1,0,50,0,0,0,0,0,1,9
7,2934,4000,HAIFA,חיפה,4000,328,72,0,604,395,2,393,2,255,0,0,0,0,9,0,0,0,0,0,0,0,0,25,43,0,0,1,1,0,9,0,0,0,0,0,0,48
7,2935,4000,HAIFA,חיפה,4000,329.1,188,0,655,425,0,425,2,227,1,0,0,0,3,0,0,0,0,0,0,0,0,28,46,0,0,0,0,0,15,0,0,0,0,0,0,103
7,2936,4000,HAIFA,חיפה,4000,329.2,188,0,655,429,1,428,0,279,1,0,0,0,6,0,0,0,0,0,0,0,0,20,46,0,0,0,0,0,16,0,0,0,0,0,0,60
7,2937,4000,HAIFA,חיפה,4000,329.3,188,0,655,424,1,423,3,277,0,0,0,0,1,0,0,0,0,0,0,0,0,25,38,0,0,0,1,0,21,0,0,0,0,0,0,57
7,2938,4000,HAIFA,חיפה,4000,329.4,188,0,654,453,3,450,3,310,2,1,0,0,6,0,0,0,0,0,0,1,0,26,29,0,0,0,3,0,9,0,0,0,0,0,0,60
7,2939,4000,HAIFA,חיפה,4000,340,130,0,695,348,6,342,3,176,18,1,0,0,4,0,0,0,0,0,0,0,0,36,42,0,0,0,5,0,18,0,0,0,1,0,0,38
7,2940,4000,HAIFA,חיפה,4000,341,130,0,595,381,1,380,3,289,2,0,0,0,2,0,0,0,0,0,0,0,1,24,19,0,0,0,0,0,12,0,0,0,0,0,1,27
7,2941,4000,HAIFA,חיפה,4000,342,130,0,658,269,1,268,3,119,17,1,0,0,0,0,0,0,0,0,0,0,0,50,42,1,0,1,2,0,17,0,0,0,0,0,0,15
7,2942,4000,HAIFA,חיפה,4000,343,130,0,709,652,2,650,1,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
7,2943,4000,HAIFA,חיפה,4000,344,63,0,547,224,0,224,36,32,8,0,0,0,6,0,0,0,0,0,0,0,0,41,37,1,0,0,2,0,49,0,1,0,0,0,0,11
7,2944,4000,HAIFA,חיפה,4000,383,135,0,573,318,1,317,7,81,4,0,0,0,4,0,0,0,0,0,0,0,0,86,74,0,0,0,2,0,42,0,0,0,1,0,0,16
7,2945,4000,HAIFA,חיפה,4000,267,151,0,435,228,1,227,35,2,33,0,0,0,2,0,0,0,0,0,0,0,0,24,52,0,0,0,0,0,71,1,0,0,0,1,1,5
7,2946,4000,HAIFA,חיפה,4000,283.1,30,0,676,351,0,351,27,2,39,0,0,0,8,0,0,0,0,0,0,0,0,65,95,0,0,0,0,0,109,1,1,0,0,0,1,3
7,2947,4000,HAIFA,חיפה,4000,283.2,30,0,676,350,2,348,31,1,32,1,0,0,9,0,0,0,0,0,0,0,0,41,109,0,0,0,2,0,117,1,0,0,0,0,2,2
7,2948,4000,HAIFA,חיפה,4000,283.3,30,0,674,335,0,335,31,5,42,3,0,0,3,0,0,0,0,0,0,0,0,63,93,1,0,0,0,0,90,0,0,1,0,0,0,3
7,2949,4000,HAIFA,חיפה,4000,284,151,0,581,226,0,226,35,14,11,0,0,0,3,2,0,0,0,0,0,0,0,41,52,1,0,0,4,0,54,0,0,0,0,0,0,9
7,2950,4000,HAIFA,חיפה,4000,287,24,0,743,282,2,280,37,9,17,0,0,0,4,0,1,0,0,0,0,0,0,70,64,0,0,0,1,0,74,0,1,0,0,0,0,2
7,2951,4000,HAIFA,חיפה,4000,288,24,0,674,291,1,290,42,5,46,3,0,0,4,1,0,0,0,0,0,0,0,62,67,1,0,0,1,0,53,0,1,2,0,0,0,2
7,2952,4000,HAIFA,חיפה,4000,292,24,0,507,224,0,224,42,1,56,2,1,0,0,1,0,1,0,0,0,0,0,35,32,0,0,0,0,0,49,1,0,0,0,0,1,2
7,2953,4000,HAIFA,חיפה,4000,295,24,0,507,208,0,208,45,2,48,0,0,0,0,0,0,0,0,0,0,0,0,23,36,1,0,0,0,0,52,0,0,0,0,0,0,1
7,2954,4000,HAIFA,חיפה,4000,307,38,0,670,229,5,224,6,16,38,1,0,0,3,0,0,0,0,0,0,0,0,49,61,0,0,0,1,0,39,0,0,1,0,0,0,9
7,2955,4000,HAIFA,חיפה,4000,313,73,0,719,406,1,405,34,3,10,0,0,0,13,0,0,0,0,0,0,0,0,59,134,2,0,0,2,0,132,0,0,1,0,0,0,15
7,2956,4000,HAIFA,חיפה,4000,314,28,0,594,393,7,386,6,209,0,0,0,0,3,0,0,0,0,0,0,0,0,20,43,0,0,0,0,0,25,0,0,0,0,0,0,80
7,2957,4000,HAIFA,חיפה,4000,316,38,0,670,335,5,330,39,129,4,0,0,0,7,0,0,0,0,0,0,0,0,46,49,0,0,0,0,0,36,0,0,0,0,0,0,20
7,2958,4000,HAIFA,חיפה,4000,319,77,0,511,339,5,334,17,2,13,0,0,0,10,0,0,0,0,0,0,0,0,36,139,0,0,0,1,0,99,0,0,0,0,0,0,17
7,2959,4000,HAIFA,חיפה,4000,321,24,0,681,341,5,336,38,37,21,0,0,0,12,0,0,0,0,0,0,0,1,46,82,0,0,0,2,0,66,0,0,0,0,0,1,30
7,2960,4000,HAIFA,חיפה,4000,323,73,0,733,346,0,346,29,15,20,1,0,0,3,0,0,0,0,1,0,0,0,60,126,1,0,0,2,0,82,0,0,0,0,0,0,6
7,2961,4000,HAIFA,חיפה,4000,325,77,0,445,284,0,284,12,6,17,1,0,0,5,0,0,0,0,0,0,0,0,42,82,0,0,0,0,1,102,0,2,0,0,0,0,14
7,2962,4000,HAIFA,חיפה,4000,326,28,0,554,302,1,301,2,141,1,1,0,0,3,0,0,0,0,0,0,0,0,40,45,0,0,0,1,0,20,0,0,0,0,0,0,47
7,2963,4000,HAIFA,חיפה,4000,337,38,0,444,228,0,228,0,135,0,0,0,0,2,0,0,0,0,0,0,0,0,35,18,0,0,0,1,0,5,0,0,0,1,0,0,31
7,2964,4000,HAIFA,חיפה,4000,345,73,0,582,354,2,352,22,1,13,0,0,0,5,0,0,0,0,0,0,0,0,39,121,0,0,0,0,0,145,0,0,0,0,0,1,5
7,2965,4000,HAIFA,חיפה,4000,347,258,0,482,260,1,259,13,1,5,0,1,0,3,0,0,0,0,0,0,0,0,67,89,0,0,0,0,0,78,1,0,1,0,0,0,0
7,2966,4000,HAIFA,חיפה,4000,348,258,0,648,349,3,346,17,0,3,0,0,0,10,0,0,0,0,0,0,0,1,80,109,0,0,0,0,0,125,0,0,0,0,0,0,1
7,2967,4000,HAIFA,חיפה,4000,354,28,0,720,457,1,456,12,97,3,1,0,0,10,0,0,0,0,0,0,0,0,54,128,0,0,0,2,0,83,0,0,0,0,0,1,65
7,2968,4000,HAIFA,חיפה,4000,71,240,0,708,343,3,340,13,0,276,0,0,0,0,0,0,0,0,0,0,0,0,11,16,0,0,0,1,0,22,0,0,0,0,0,1,0
7,2969,4000,HAIFA,חיפה,4000,72,240,0,750,275,3,272,17,0,148,0,0,0,2,1,0,0,1,0,0,0,0,13,39,0,0,0,0,0,50,0,0,0,0,0,0,1
7,2970,4000,HAIFA,חיפה,4000,85,31,0,648,359,4,355,14,1,159,0,0,0,0,1,0,0,0,0,0,0,0,68,66,1,0,0,0,0,43,0,0,0,0,0,0,2
7,2971,4000,HAIFA,חיפה,4000,86,240,0,676,341,2,339,10,2,212,1,0,0,0,0,0,0,0,0,0,0,0,23,40,0,0,0,0,0,50,0,0,0,0,0,0,1
7,2972,4000,HAIFA,חיפה,4000,87,31,0,617,336,4,332,14,1,178,1,0,0,1,0,0,0,1,0,0,0,0,82,27,0,0,0,1,1,24,0,0,0,0,0,1,0
7,2973,4000,HAIFA,חיפה,4000,89,46,0,728,430,10,420,13,2,133,0,0,0,6,0,0,0,0,0,0,0,0,128,86,0,0,0,0,0,47,1,0,1,0,0,0,3
7,2974,4000,HAIFA,חיפה,4000,90.1,50,0,557,289,3,286,7,0,66,1,0,0,2,0,0,0,0,0,0,0,0,82,68,1,0,0,0,0,56,0,0,0,0,0,0,3
7,2975,4000,HAIFA,חיפה,4000,90.2,50,0,557,325,0,325,4,2,102,0,0,0,3,0,0,0,0,1,0,0,0,89,74,0,0,0,1,0,42,2,0,0,0,0,0,5
7,2976,4000,HAIFA,חיפה,4000,90.3,50,0,557,279,3,276,8,5,90,0,0,0,6,0,0,0,0,0,0,0,0,56,63,0,0,0,1,0,43,0,0,0,0,0,0,4
7,2977,4000,HAIFA,חיפה,4000,90.4,50,0,557,259,2,257,14,2,39,0,1,0,5,0,0,0,0,0,0,0,0,81,73,0,0,0,0,0,40,0,0,0,0,0,0,2
7,2978,4000,HAIFA,חיפה,4000,93,18,0,665,347,0,347,17,1,19,0,0,0,5,0,0,0,0,0,0,0,0,42,138,1,0,0,0,0,115,0,1,1,0,0,0,7
7,2979,4000,HAIFA,חיפה,4000,96,46,0,654,350,2,348,9,2,200,0,0,0,1,0,0,0,0,0,0,0,0,23,52,0,0,0,0,0,56,0,0,0,0,0,0,5
7,2980,4000,HAIFA,חיפה,4000,101.1,37,0,598,274,1,273,21,1,7,0,0,0,11,0,0,0,0,0,0,0,1,42,102,0,0,0,1,0,81,0,0,0,0,0,1,5
7,2981,4000,HAIFA,חיפה,4000,101.2,37,0,598,265,1,264,25,2,17,0,0,0,7,0,0,0,0,0,0,0,0,56,81,0,0,0,1,0,66,0,0,0,0,0,1,8
7,2982,4000,HAIFA,חיפה,4000,101.3,37,0,598,272,2,270,14,0,12,0,0,0,10,0,0,0,0,0,0,0,0,64,85,0,0,0,0,0,83,0,0,0,0,0,0,2
7,2983,4000,HAIFA,חיפה,4000,101.4,37,0,598,237,0,237,29,0,3,0,0,0,2,0,0,0,0,0,0,1,1,67,58,1,0,0,0,1,70,1,0,0,0,0,0,3
7,2984,4000,HAIFA,חיפה,4000,120,46,0,632,314,4,310,13,3,62,0,0,0,5,0,0,0,0,0,0,0,0,83,70,0,0,0,0,0,72,0,0,0,0,0,0,2
7,2985,4000,HAIFA,חיפה,4000,121,18,0,678,347,3,344,6,0,141,0,0,0,1,0,1,0,0,0,0,0,0,45,80,0,1,0,0,0,61,0,0,0,0,0,1,7
7,2986,4000,HAIFA,חיפה,4000,125,46,0,667,246,1,245,6,2,25,0,0,0,4,0,0,0,0,0,0,0,0,99,56,0,1,0,1,0,46,1,0,0,0,0,1,3
7,2987,4000,HAIFA,חיפה,4000,126,18,0,717,336,3,333,18,0,17,0,0,0,7,0,0,0,0,0,0,0,0,104,105,1,0,0,0,0,75,0,0,0,1,0,0,5
7,2988,4000,HAIFA,חיפה,4000,127,18,0,656,355,0,355,7,2,146,0,1,0,1,0,0,0,0,0,0,0,0,67,67,0,0,0,2,0,58,0,0,0,0,0,0,4
7,2989,4000,HAIFA,חיפה,4000,128,18,0,690,322,4,318,13,2,44,0,0,0,5,0,0,0,0,0,0,0,0,82,105,0,0,0,0,0,63,0,0,0,0,0,0,4
7,2990,4000,HAIFA,חיפה,4000,129,46,0,686,394,0,394,15,0,230,0,0,0,1,0,0,0,0,0,1,0,0,41,48,0,0,0,0,0,51,0,0,0,0,0,1,6
7,2991,4000,HAIFA,חיפה,4000,130,18,0,580,278,3,275,11,1,33,0,0,0,3,0,0,0,0,0,0,0,0,79,86,0,0,0,0,0,55,0,0,0,0,0,0,7
7,2992,4000,HAIFA,חיפה,4000,131,137,0,523,269,2,267,33,0,9,0,0,0,10,0,0,0,0,0,0,0,1,26,80,0,0,0,0,0,103,0,0,0,0,0,0,5
7,2993,4000,HAIFA,חיפה,4000,132,237,0,677,391,3,388,10,0,309,0,0,0,0,0,0,1,0,0,0,0,0,22,22,0,0,0,1,0,23,0,0,0,0,0,0,0
7,2994,4000,HAIFA,חיפה,4000,133,25,0,615,293,0,293,15,1,26,0,0,0,4,0,0,0,0,0,0,0,0,81,123,0,0,0,0,0,41,0,0,0,0,0,0,2
7,2995,4000,HAIFA,חיפה,4000,134,86,0,530,311,1,310,10,2,9,0,0,0,8,0,0,0,0,0,0,0,0,66,127,0,0,0,0,0,75,0,0,1,0,0,0,12
7,2996,4000,HAIFA,חיפה,4000,135,86,0,486,228,5,223,7,2,8,1,0,0,3,0,0,0,1,0,0,0,0,69,73,1,0,0,0,0,50,0,0,0,0,0,0,8
7,2997,4000,HAIFA,חיפה,4000,136,86,0,565,262,2,260,10,0,6,0,0,0,2,0,0,0,1,0,0,0,0,82,83,0,0,0,0,0,63,0,0,0,0,0,0,13
7,2998,4000,HAIFA,חיפה,4000,137,88,0,767,361,6,355,13,0,12,0,0,0,4,0,0,0,0,0,0,0,0,119,142,0,1,0,0,0,55,0,0,0,0,0,0,9
7,2999,4000,HAIFA,חיפה,4000,138,25,0,449,197,1,196,9,1,5,1,0,0,1,0,0,0,0,0,0,0,0,64,74,0,0,0,1,0,33,0,0,0,0,0,0,7
7,3000,4000,HAIFA,חיפה,4000,139,88,0,565,258,1,257,12,2,7,1,0,0,4,1,0,0,0,0,0,0,0,91,82,0,0,0,0,0,49,0,0,0,1,0,2,5
7,3001,4000,HAIFA,חיפה,4000,141,137,0,700,302,0,302,36,4,5,0,0,0,6,0,0,0,0,0,0,0,0,50,112,0,1,0,0,0,80,0,0,1,0,0,0,7
7,3002,4000,HAIFA,חיפה,4000,143,137,0,560,278,4,274,38,0,5,3,0,0,8,0,0,0,0,0,0,0,0,26,80,0,0,0,1,0,109,0,0,0,0,0,0,4
7,3003,4000,HAIFA,חיפה,4000,146,137,0,640,329,9,320,21,3,32,0,0,0,1,0,0,0,0,1,0,1,0,89,88,0,0,0,0,0,80,0,0,0,0,0,0,4
7,3004,4000,HAIFA,חיפה,4000,159,237,0,494,242,3,239,11,5,14,1,0,0,11,0,0,0,0,0,0,0,1,67,72,0,0,0,0,0,50,0,0,0,0,1,0,6
7,3005,4000,HAIFA,חיפה,4000,149,45,0,617,339,1,338,18,0,1,0,0,0,10,0,0,0,0,0,0,0,0,67,126,2,0,1,2,1,101,0,0,0,0,0,0,9
7,3006,4000,HAIFA,חיפה,4000,150,45,0,665,365,5,360,20,1,2,0,0,0,8,0,0,0,0,0,0,1,0,53,136,0,0,0,2,0,111,0,0,0,0,1,0,25
7,3007,4000,HAIFA,חיפה,4000,219,103,0,439,288,2,286,19,0,3,0,0,0,8,0,0,0,0,0,0,0,0,11,74,0,0,0,0,0,162,0,0,0,0,0,0,9
7,3008,4000,HAIFA,חיפה,4000,220,103,0,512,329,1,328,42,1,10,0,0,0,9,0,0,0,0,0,0,0,0,7,79,0,0,0,1,0,175,0,0,0,0,0,0,4
7,3009,4000,HAIFA,חיפה,4000,221,15,0,660,433,1,432,47,8,56,1,0,0,11,0,0,0,0,0,0,0,1,20,90,0,0,0,0,0,196,0,0,0,0,0,0,2
7,3010,4000,HAIFA,חיפה,4000,224,15,0,726,430,0,430,76,1,17,0,0,0,5,0,0,0,0,0,0,0,0,23,71,1,0,0,1,0,233,0,0,0,0,0,0,2
7,3011,4000,HAIFA,חיפה,4000,225,15,0,572,338,2,336,71,0,31,0,0,0,3,0,0,0,0,0,0,0,0,11,55,0,0,0,0,0,164,0,0,0,0,0,0,1
7,3012,4000,HAIFA,חיפה,4000,226,15,0,757,469,1,468,37,12,70,0,0,0,8,0,0,0,0,0,1,0,0,25,120,0,0,0,0,0,193,0,0,0,0,0,0,2
7,3013,4000,HAIFA,חיפה,4000,227,49,0,660,264,6,258,12,5,1,0,0,0,8,0,0,0,0,0,0,0,0,70,105,0,0,0,0,0,51,0,0,0,0,0,0,6
7,3014,4000,HAIFA,חיפה,4000,228,48,0,595,263,1,262,7,2,2,1,0,0,4,0,0,0,0,0,0,0,0,49,110,0,0,0,1,0,75,0,0,0,0,1,0,10
7,3015,4000,HAIFA,חיפה,4000,229,48,0,616,317,2,315,24,4,10,0,0,0,6,0,0,0,0,0,1,0,0,72,118,0,0,0,0,0,66,0,0,1,0,0,0,13
7,3016,4000,HAIFA,חיפה,4000,230,45,0,731,393,3,390,36,1,8,3,0,0,8,0,0,0,0,0,0,0,1,21,153,0,0,0,2,0,147,0,1,0,0,0,1,8
7,3017,4000,HAIFA,חיפה,4000,231.1,106,0,573,384,1,383,18,0,34,1,0,0,17,0,0,0,0,0,0,0,0,42,151,0,0,0,0,0,113,0,0,0,0,0,0,7
7,3018,4000,HAIFA,חיפה,4000,231.2,106,0,573,395,4,391,30,1,40,1,0,0,11,0,0,0,0,0,0,0,0,27,122,0,0,0,0,0,154,0,0,0,0,0,0,5
7,3019,4000,HAIFA,חיפה,4000,231.3,106,0,572,363,1,362,28,0,41,0,0,0,11,0,0,0,0,0,0,0,0,35,101,1,0,0,0,0,142,0,0,0,0,0,0,3
7,3020,4000,HAIFA,חיפה,4000,232,226,0,625,429,3,426,31,0,30,0,0,0,11,0,0,0,0,1,0,0,0,17,131,0,0,0,0,0,202,0,0,0,0,0,0,3
7,3021,4000,HAIFA,חיפה,4000,233,127,0,738,428,3,425,62,0,92,0,0,0,2,0,0,0,0,0,0,0,0,28,72,1,0,0,0,0,165,0,0,0,0,0,0,3
7,3022,4000,HAIFA,חיפה,4000,234,127,0,636,369,1,368,18,2,229,1,0,0,1,0,0,0,0,0,0,0,0,7,37,1,0,0,0,0,71,0,0,0,0,0,0,1
7,3023,4000,HAIFA,חיפה,4000,235,232,0,561,385,3,382,38,2,4,2,0,0,14,0,0,0,0,0,0,0,0,13,90,1,0,0,2,0,207,0,0,0,0,0,0,9
7,3024,4000,HAIFA,חיפה,4000,236,15,0,736,409,0,409,43,0,70,0,0,0,8,0,0,0,0,0,0,0,1,18,86,0,0,0,1,0,176,1,0,1,0,0,2,2
7,3025,4000,HAIFA,חיפה,4000,238,45,0,533,299,1,298,29,1,5,1,0,0,7,0,0,0,0,0,0,0,0,25,137,0,0,0,1,0,79,0,0,0,0,0,0,13
7,3026,4000,HAIFA,חיפה,4000,242,8,0,699,467,4,463,42,0,7,0,0,0,22,0,0,0,0,0,0,0,0,29,133,0,0,0,2,0,219,0,0,0,0,0,0,9
7,3027,4000,HAIFA,חיפה,4000,243,239,0,583,380,0,380,25,0,12,0,0,0,10,0,0,0,0,0,0,0,0,20,124,1,0,0,1,0,173,0,0,2,0,0,0,12
7,3028,4000,HAIFA,חיפה,4000,244,48,0,534,320,1,319,7,3,10,0,0,0,12,0,0,0,0,0,0,1,0,79,123,0,1,0,0,0,77,0,0,0,0,0,0,6
7,3029,4000,HAIFA,חיפה,4000,245,49,0,507,236,4,232,6,1,1,0,0,0,2,0,0,0,0,0,0,0,0,50,102,0,1,0,1,0,51,1,0,0,0,0,0,16
7,3030,4000,HAIFA,חיפה,4000,248,8,0,504,348,1,347,34,0,8,0,0,0,14,0,0,0,0,0,0,0,0,17,102,0,0,0,0,0,169,1,0,0,0,0,0,2
7,3031,4000,HAIFA,חיפה,4000,252,127,0,695,389,2,387,24,2,66,1,0,0,11,0,0,0,0,0,0,0,0,30,109,0,0,0,1,0,140,0,0,0,0,0,0,3
7,3032,4000,HAIFA,חיפה,4000,257,232,0,617,411,3,408,51,2,11,1,0,0,8,0,0,0,0,0,0,0,0,19,77,0,0,0,1,0,238,0,0,0,0,0,0,0
7,3033,4000,HAIFA,חיפה,4000,258,8,0,577,376,0,376,32,5,8,0,0,0,10,0,0,0,0,0,0,0,0,23,118,0,0,0,4,0,169,0,0,0,0,0,0,7
7,3034,4000,HAIFA,חיפה,4000,261,48,0,552,303,0,303,15,0,1,0,0,0,10,0,0,0,0,1,0,0,0,72,127,0,0,0,0,0,68,0,0,0,0,0,0,9
7,3035,4000,HAIFA,חיפה,4000,265,127,0,687,408,1,407,35,5,101,1,0,0,3,0,0,0,0,0,0,0,0,14,86,0,0,0,1,0,154,0,0,0,0,0,0,7
7,3036,4000,HAIFA,חיפה,4000,282,230,0,508,311,4,307,11,3,206,0,0,0,2,0,0,1,0,0,0,0,0,5,27,0,0,0,0,0,52,0,0,0,0,0,0,0
7,3037,4000,HAIFA,חיפה,4000,334,103,1,496,341,1,340,41,0,11,0,0,0,6,0,0,0,0,0,0,0,0,14,77,1,0,0,1,0,186,0,0,0,0,0,0,3
