"","settlement.ID","settlement.name","max_col_name","max_value","BZB","Voters","VoterPrecentage","Party.Precentage"
"319",433,"surges","Kahul_Lavan",246,535,417,0.779439252336449,0.589928057553957
"320",434,"the rowers","Kahul_Lavan",254,588,444,0.755102040816326,0.572072072072072
"321",435,"Descendant of Sarni","Kahul_Lavan",296,590,484,0.820338983050847,0.611570247933884
"322",436,"Ein Dor","Kahul_Lavan",298,904,577,0.638274336283186,0.516464471403813
"323",437,"Resheph","Kahul_Lavan",208,609,499,0.819376026272578,0.416833667334669
"324",439,"extensions","Yamina",129,356,257,0.721910112359551,0.501945525291829
"325",440,"basics","Yahadut_Hatora",273,319,295,0.924764890282132,0.925423728813559
"326",442,"Gedona","Halicud",93,291,201,0.690721649484536,0.462686567164179
"327",443,"Kfar Hanasi","Kahul_Lavan",235,709,403,0.568406205923836,0.583126550868486
"328",444,"Regevs","Kahul_Lavan",157,415,288,0.693975903614458,0.545138888888889
"329",445,"Ramot Menashe","Kahul_Lavan",296,829,629,0.758745476477684,0.470588235294118
"330",446,"Thank you","Kahul_Lavan",367,798,617,0.773182957393484,0.594813614262561
"331",447,"nordia","Kahul_Lavan",680,1548,1169,0.755167958656331,0.58169375534645
"332",448,"Bnei Atarot","Kahul_Lavan",252,601,495,0.823627287853577,0.509090909090909
"333",449,"streams","Yamina",448,901,740,0.821309655937847,0.605405405405405
"334",450,"Isaac's wells","Yamina",131,403,274,0.679900744416873,0.478102189781022
"335",452,"Jezreel","Kahul_Lavan",200,566,343,0.606007067137809,0.583090379008746
"336",453,"will open","Kahul_Lavan",227,537,372,0.692737430167598,0.610215053763441
"337",454,"storm","Kahul_Lavan",203,615,426,0.692682926829268,0.476525821596244
"338",575,"storm","Kahul_Lavan",203,537,397,0.739292364990689,0.511335012594458
"339",1238,"storm","Kahul_Lavan",203,183,111,0.60655737704918,1.82882882882883
"340",456,"root","Kahul_Lavan",350,1093,859,0.785910338517841,0.407450523864959
"341",457,"Gazit","Kahul_Lavan",208,631,456,0.722662440570523,0.456140350877193
"342",460,"Ramat Raziel","Kahul_Lavan",113,466,344,0.738197424892704,0.328488372093023
"343",462,"Tal Shahar","Kahul_Lavan",312,767,619,0.807040417209909,0.504038772213247
"344",463,"Gaton","Kahul_Lavan",189,552,395,0.715579710144927,0.478481012658228
"345",464,"Harel","Kahul_Lavan",56,220,120,0.545454545454545,0.466666666666667
"346",465,"Tsova","Avoda",150,623,403,0.646869983948636,0.372208436724566
"347",466,"Beit Dagan","Halicud",1794,5074,3847,0.75817895151754,0.46633740577073
"348",469,"Kiryat Ekron","Halicud",2895,8188,5785,0.706521739130435,0.500432152117545
"349",472,"Abu Gosh","Hadash_Raam",1732,4760,2459,0.516596638655462,0.704351362342416
"350",473,"Abu Sanan","Hadash_Raam",3759,9327,5667,0.607590865229978,0.663313922710429
"351",475,"reject","Hadash_Raam",237,500,269,0.538,0.881040892193309
"352",478,"Aksal","Hadash_Raam",5471,9493,5778,0.608659011903508,0.946867428175839
"353",480,"garden House","Avoda",1833,8658,4546,0.525063525063525,0.403211614606247
"354",481,"Magar","Hadash_Raam",3787,15865,8370,0.527576426095178,0.452449223416965
"355",482,"Buaina-Nojidat","Hadash_Raam",3355,6450,3954,0.613023255813953,0.848507840161861
"356",483,"answered","Hadash_Raam",3958,5586,4183,0.748836376655926,0.946210853454459
"357",485,"Jules","Kahul_Lavan",1839,4660,2880,0.618025751072961,0.638541666666667
"358",487,"Jash (block of milk)","Hadash_Raam",912,2447,1472,0.601552921945239,0.619565217391304
"359",489,"Bees","Hadash_Raam",4253,6965,4489,0.644508255563532,0.947427043885052
"360",490,"Deir al-Assad","Hadash_Raam",4982,8152,6242,0.765701668302257,0.798141621275232
"361",492,"Tenant Hana","Hadash_Raam",5167,7270,5546,0.762861072902338,0.93166245943022
"362",494,"Dali'at el Carmel","Kahul_Lavan",5620,12579,7463,0.593290404642658,0.753048371968377
"363",496,"Khorfish","Kahul_Lavan",1251,4539,2530,0.557391495924212,0.494466403162055
"364",497,"Taiba (in the valley)","Hadash_Raam",552,1221,641,0.524979524979525,0.861154446177847
"365",498,"Turan","Hadash_Raam",5543,9369,5926,0.632511474010033,0.935369557880526
"366",499,"amazing","Hadash_Raam",7220,13009,8025,0.616880621108463,0.899688473520249
"367",502,"Yercha","Kahul_Lavan",1677,8534,4382,0.513475509725803,0.382701962574167
"368",504,"as a ball","Hadash_Raam",5505,7964,5970,0.749623304871924,0.922110552763819
"369",505,"Ka'uqb Abu al-Hijah","Hadash_Raam",1996,2607,2054,0.787878787878788,0.97176241480039
"370",507,"Kfar Yasif","Hadash_Raam",4502,7860,5275,0.671119592875318,0.85345971563981
"371",508,"Kfar Kama","Kahul_Lavan",780,2576,1135,0.440605590062112,0.687224669603524
"372",509,"Kana village","Hadash_Raam",7856,14493,9113,0.628786310632719,0.862065181608691
"373",510,"Manda village","Hadash_Raam",7000,12450,8674,0.696706827309237,0.807009453539313
"374",511,"Ilot","Hadash_Raam",2335,5176,2554,0.493431221020093,0.91425215348473
"375",512,"Kfar Metzr","Hadash_Raam",915,1780,1159,0.651123595505618,0.789473684210526
"376",514,"Ein Rapha","Hadash_Raam",220,645,349,0.541085271317829,0.630372492836676
"377",516,"Majd al-Krum","Hadash_Raam",6959,10235,7246,0.707962872496336,0.9603919403809
"378",517,"from her seed","Hadash_Raam",1850,2875,2008,0.698434782608696,0.921314741035857
"379",518,"Mailia","Hadash_Raam",1289,2524,1717,0.68026941362916,0.750728013977868
"380",520,"Mashad","Hadash_Raam",3056,5538,3265,0.589563019140484,0.935987748851455
"381",521,"Ein Nakoba","Hadash_Raam",680,1637,918,0.560781918142944,0.740740740740741
"382",522,"floated","Hadash_Raam",4984,8340,5362,0.642925659472422,0.929503916449086
"383",523,"Nay","Hadash_Raam",468,1330,798,0.6,0.586466165413534
"384",524,"Naora","Hadash_Raam",752,1451,883,0.60854583046175,0.851642129105323
"385",525,"Sajor","Avoda",367,2986,1249,0.41828533154722,0.293835068054444
"386",526,"ladder","Hadash_Raam",990,1980,1217,0.614646464646465,0.813475760065735
"387",527,"interwoven","Halicud",116,279,193,0.691756272401434,0.601036269430052
"388",528,"Uzair","Hadash_Raam",1012,1982,1124,0.567103935418769,0.900355871886121
"389",529,"Ablein","Hadash_Raam",4719,9024,5672,0.62854609929078,0.831981664315938
"390",530,"Aylabon","Hadash_Raam",1888,4133,2880,0.696830389547544,0.655555555555556
"391",531,"Araba","Hadash_Raam",10106,16484,10863,0.659002669255035,0.930313909601399
"392",532,"Ein Mahal","Hadash_Raam",5017,8903,5327,0.59833763899809,0.941805894499718
"393",534,"Asafia","Kahul_Lavan",2835,9083,5187,0.571066828140482,0.546558704453441
"394",535,"Misleading","Hadash_Raam",937,2602,1516,0.582628747117602,0.618073878627968
"395",536,"Paki'in (Bukiyeh)","Hadash_Raam",708,4369,2840,0.650034332799268,0.249295774647887
"396",537,"Pouridis","Hadash_Raam",3783,8600,4798,0.557906976744186,0.788453522300959
"397",538,"Shaev","Hadash_Raam",2940,4802,3403,0.708663057059559,0.863943579194828
"398",539,"Romana","Hadash_Raam",531,726,576,0.793388429752066,0.921875
"399",540,"Rhiannia","Kahul_Lavan",294,913,534,0.584884994523549,0.550561797752809
"400",541,"Jessar al-Zarqa","Hadash_Raam",3309,8814,3703,0.420127070569548,0.893599783958952
"401",542,"Reina","Hadash_Raam",6038,11365,6565,0.57765068191817,0.91972581873572
"402",543,"Rama","Hadash_Raam",2034,6355,3893,0.612588512981904,0.522476239404059
"403",546,"Ain al-Assad","Kahul_Lavan",157,630,348,0.552380952380952,0.451149425287356
"404",547,"Tamra (Jezreel)","Hadash_Raam",531,1029,564,0.548104956268222,0.941489361702128
"405",549,"Ganot Hadar","Kahul_Lavan",316,710,545,0.767605633802817,0.579816513761468
"406",553,"Nir Binim","Kahul_Lavan",303,610,470,0.770491803278688,0.64468085106383
"407",555,"that pretended","Kahul_Lavan",182,382,293,0.767015706806283,0.621160409556314
"408",559,"Bustan Hagalil","Kahul_Lavan",237,707,558,0.789250353606789,0.424731182795699
"409",562,"Beit Elazari","Kahul_Lavan",341,1041,811,0.779058597502402,0.420468557336621
"410",563,"Mishmar David","Kahul_Lavan",226,510,428,0.83921568627451,0.52803738317757
"411",564,"strata","Kahul_Lavan",182,569,414,0.727592267135325,0.439613526570048
"412",565,"Area","Halicud",2370,9701,6599,0.680239150603031,0.35914532504925
"413",567,"wasp","Kahul_Lavan",253,830,543,0.65421686746988,0.465930018416206
"414",570,"tortured","Halicud",188,656,485,0.739329268292683,0.387628865979381
"415",571,"Beit Gamliel","Yamina",299,770,596,0.774025974025974,0.501677852348993
"416",572,"The valley house","Kahul_Lavan",178,494,352,0.712550607287449,0.505681818181818
"417",573,"scoring","Halicud",105,372,274,0.736559139784946,0.383211678832117
"418",574,"The Ziv Bridge","Kahul_Lavan",387,1185,824,0.69535864978903,0.469660194174757
"419",454,"storm","Kahul_Lavan",222,615,426,0.692682926829268,0.52112676056338
"420",575,"storm","Kahul_Lavan",222,537,397,0.739292364990689,0.55919395465995
"421",1238,"storm","Kahul_Lavan",222,183,111,0.60655737704918,2
"422",576,"already","Kahul_Lavan",351,848,613,0.722877358490566,0.572593800978793
"423",577,"Yad Binyamin","Yamina",803,2121,1728,0.814710042432815,0.464699074074074
"424",578,"Sasa","Kahul_Lavan",120,421,302,0.717339667458432,0.397350993377483
"425",579,"Rosh Hankara village","Kahul_Lavan",344,1004,737,0.73406374501992,0.466757123473541
"426",580,"A vineyard from the Harel","Kahul_Lavan",276,650,504,0.775384615384615,0.547619047619048
"427",582,"Governor's village","Kahul_Lavan",318,770,584,0.758441558441558,0.544520547945205
"428",584,"Zikim","Kahul_Lavan",204,718,478,0.665738161559889,0.426778242677824
"429",585,"Levi","Yamina",217,504,388,0.76984126984127,0.559278350515464
"430",586,"Megiddo","Kahul_Lavan",268,629,466,0.740858505564388,0.575107296137339
"431",587,"groundsel","Kahul_Lavan",1453,3816,2537,0.664832285115304,0.572723689396926
"432",588,"Bani Ram","Yamina",239,897,716,0.798216276477146,0.333798882681564
"433",589,"Swamp","Kahul_Lavan",114,293,226,0.771331058020478,0.504424778761062
"434",590,"Neve Or","Kahul_Lavan",114,340,234,0.688235294117647,0.487179487179487
"435",591,"ten","Kahul_Lavan",425,891,686,0.769921436588103,0.619533527696793
"436",592,"Beni Darom","Yamina",229,468,394,0.841880341880342,0.581218274111675
"437",593,"beds","Kahul_Lavan",249,677,531,0.784342688330872,0.468926553672316
"438",594,"ornithology","Yamina",213,514,415,0.807392996108949,0.513253012048193
"439",595,"The fighters of the ghettos","Kahul_Lavan",232,537,416,0.774674115456238,0.557692307692308
"440",596,"her kingdoms","Kahul_Lavan",128,407,260,0.638820638820639,0.492307692307692
"441",597,"Palmach","Kahul_Lavan",189,588,423,0.719387755102041,0.446808510638298
"442",598,"Beit Kama","Kahul_Lavan",261,670,554,0.826865671641791,0.471119133574007
"443",599,"separated","Kahul_Lavan",166,438,306,0.698630136986301,0.542483660130719
"444",602,"Nirim","Kahul_Lavan",112,378,277,0.732804232804233,0.404332129963899
"445",603,"Alkosh","Halicud",75,258,170,0.65891472868217,0.441176470588235
"446",604,"Beit Arif","Halicud",290,730,581,0.795890410958904,0.499139414802065
"447",605,"Kfar Shammai","Halicud",101,334,244,0.730538922155689,0.413934426229508
"448",606,"Balm","Kahul_Lavan",348,794,610,0.768261964735516,0.570491803278689
"449",607,"Miron","Yamina",79,443,261,0.589164785553047,0.302681992337165
"450",609,"Kfar Hoshan","Halicud",192,579,408,0.704663212435233,0.470588235294118
"451",610,"Satria","Kahul_Lavan",367,808,622,0.76980198019802,0.590032154340836
"452",612,"pure","Halicud",182,702,534,0.760683760683761,0.340823970037453
"453",613,"birds","Kahul_Lavan",272,655,472,0.720610687022901,0.576271186440678
"454",614,"keeper","Halicud",111,301,201,0.667774086378738,0.552238805970149
"455",615,"Kedron","Kahul_Lavan",565,1155,899,0.778354978354978,0.628476084538376
"456",616,"Rintia","Kahul_Lavan",221,703,543,0.772403982930299,0.406998158379374
"457",617,"Barkai","Merets",135,513,336,0.654970760233918,0.401785714285714
"458",618,"Hadid","Halicud",224,604,483,0.799668874172185,0.463768115942029
"459",619,"Beit Guvrin","Kahul_Lavan",130,288,225,0.78125,0.577777777777778
"460",620,"Isaac beacons","Yamina",256,465,375,0.806451612903226,0.682666666666667
"461",622,"Ein Tzorim","Yamina",203,450,363,0.806666666666667,0.559228650137741
"462",623,"Yaraon","Kahul_Lavan",115,360,213,0.591666666666667,0.539906103286385
"463",627,"Jaljulia","Hadash_Raam",4071,6295,4714,0.748848292295473,0.863597793805685
"464",628,"Jet","Hadash_Raam",3791,8058,4098,0.508562918838421,0.925085407515861
"465",633,"Kfar Bara","Hadash_Raam",1358,2316,1605,0.69300518134715,0.846105919003115
"466",634,"Kafr Qasim","Hadash_Raam",6999,14908,10482,0.703112422860209,0.667716084716657
"467",635,"Mokaybela","Hadash_Raam",1122,2545,1273,0.500196463654224,0.881382560879811
"468",636,"Sandal","Hadash_Raam",605,1213,631,0.520197856553998,0.958795562599049
"469",637,"appealed","Hadash_Raam",6878,13144,7377,0.561244674376141,0.932357326826623
"470",638,"Kalanswa","Hadash_Raam",8833,14182,9296,0.655478775913129,0.950193631669535
"471",648,"strait","Merets",158,430,315,0.732558139534884,0.501587301587302
"472",649,"excruciating","Hadash_Raam",586,1303,739,0.567152724481965,0.792963464140731
"473",652,"Abtin","Hadash_Raam",762,1795,909,0.506406685236769,0.838283828382838
"474",654,"Kfar Kara","Hadash_Raam",7417,12760,8230,0.644984326018809,0.901215066828676
"475",658,"Sheikh Danon","Hadash_Raam",1237,1968,1374,0.698170731707317,0.900291120815138
"476",661,"Shaar Ephraim","Kahul_Lavan",346,1226,935,0.762642740619902,0.370053475935829
"477",662,"sturdiness","Halicud",277,721,539,0.747572815533981,0.5139146567718
"478",663,"Yehuda Castle","Halicud",220,786,620,0.788804071246819,0.354838709677419
"479",664,"Kerem Ben Zimra","Halicud",167,405,310,0.765432098765432,0.538709677419355
"480",665,"rebirth","Yamina",168,485,415,0.855670103092783,0.404819277108434
"481",666,"Omar","Kahul_Lavan",2102,6401,4642,0.725199187626933,0.452822059457131
"482",667,"in thunder","Kahul_Lavan",160,507,367,0.723865877712032,0.435967302452316
"483",668,"levels","Kahul_Lavan",267,668,480,0.718562874251497,0.55625
"484",4702,"levels","Kahul_Lavan",267,438,339,0.773972602739726,0.787610619469027
"485",670,"Mishmar Ayalon","Kahul_Lavan",147,402,354,0.880597014925373,0.415254237288136
"486",672,"A cash register house","Kahul_Lavan",132,474,368,0.776371308016878,0.358695652173913
"487",673,"Kfar Truman","Kahul_Lavan",181,578,466,0.806228373702422,0.388412017167382
"488",674,"Lyman","Kahul_Lavan",187,547,396,0.723948811700183,0.472222222222222
"489",675,"the builders","Kahul_Lavan",118,299,201,0.672240802675585,0.587064676616915
"490",676,"Eye of the Three","Kahul_Lavan",102,292,180,0.616438356164384,0.566666666666667
"491",677,"the batteries","Kahul_Lavan",305,707,528,0.746817538896747,0.577651515151515
"492",678,"anchorage","Kahul_Lavan",122,321,222,0.691588785046729,0.54954954954955
"493",679,"Aviel","Kahul_Lavan",183,520,399,0.767307692307692,0.458646616541353
"494",680,"courage","Kahul_Lavan",237,512,399,0.779296875,0.593984962406015
"495",681,"Givat Shmuel","Yamina",4250,18078,13720,0.758933510344065,0.309766763848397
"496",682,"Elikim","Halicud",215,589,425,0.721561969439728,0.505882352941176
"497",683,"Carmel Hill","Kahul_Lavan",287,728,574,0.788461538461538,0.5
"498",684,"The scribe","Kahul_Lavan",287,562,431,0.766903914590747,0.665893271461717
"499",685,"construction","Kahul_Lavan",263,627,519,0.827751196172249,0.506743737957611
"500",686,"Neve Yemin","Halicud",289,1019,763,0.748773307163886,0.378768020969856
"501",687,"Ain Ayala","Kahul_Lavan",324,747,566,0.757697456492637,0.57243816254417
"502",688,"What","Halicud",286,578,441,0.762975778546713,0.648526077097506
"503",689,"Magad","Kahul_Lavan",272,794,613,0.772040302267002,0.443719412724307
"504",690,"Kfar Ahim","Kahul_Lavan",200,534,421,0.788389513108614,0.475059382422803
"505",692,"benign","Halicud",152,537,439,0.817504655493482,0.34624145785877
"506",693,"The path of the Lord","Kahul_Lavan",177,458,349,0.762008733624454,0.507163323782235
"507",694,"Ma'agan Michael","Kahul_Lavan",600,1690,1140,0.674556213017751,0.526315789473684
"508",695,"Protector","Merets",140,466,332,0.71244635193133,0.421686746987952
"509",696,"Kfar Habad","Yahadut_Hatora",1064,4136,2799,0.67674081237911,0.380135762772419
"510",697,"in Arothim","Kahul_Lavan",318,711,539,0.758087201125176,0.589981447124304
"511",698,"Borgata","Kahul_Lavan",314,791,608,0.768647281921618,0.516447368421053
"512",699,"Nir Israel","Kahul_Lavan",233,593,469,0.790893760539629,0.49680170575693
"513",700,"squill","Halicud",244,859,659,0.767171129220023,0.370257966616085
"514",701,"Arbel","Halicud",122,443,340,0.767494356659142,0.358823529411765
"515",702,"Haun","Kahul_Lavan",32,152,92,0.605263157894737,0.347826086956522
"516",703,"Givat Oz","Kahul_Lavan",136,406,272,0.669950738916256,0.5
"517",705,"Nachshonim","Kahul_Lavan",106,348,249,0.71551724137931,0.42570281124498
"518",706,"Gaia","Kahul_Lavan",212,559,447,0.799642218246869,0.47427293064877
"519",707,"Kfar Daniel","Kahul_Lavan",222,488,369,0.756147540983607,0.601626016260163
"520",708,"deep","Halicud",260,566,424,0.749116607773852,0.613207547169811
"521",1212,"deep","Halicud",260,139,103,0.741007194244604,2.52427184466019
"522",709,"you will flower","Yahadut_Hatora",683,1004,877,0.873505976095618,0.7787913340935
"523",710,"Olive House","Kahul_Lavan",351,1179,871,0.738761662425785,0.402985074626866
"524",711,"Azaria","Halicud",329,779,620,0.79589216944801,0.530645161290323
"525",712,"Ben-Ami","Kahul_Lavan",200,554,416,0.750902527075812,0.480769230769231
"526",713,"bad","Kahul_Lavan",131,362,255,0.704419889502762,0.513725490196078
"527",714,"cedar","Kahul_Lavan",155,417,310,0.743405275779377,0.5
"528",715,"Lovely flames","Kahul_Lavan",280,600,466,0.776666666666667,0.600858369098712
"529",716,"Eyal","Kahul_Lavan",174,390,307,0.787179487179487,0.566775244299674
"530",717,"belt","Kahul_Lavan",259,714,579,0.810924369747899,0.447322970639033
"531",718,"will expand","Halicud",306,793,590,0.744010088272383,0.51864406779661
"532",719,"harvest mound","Kahul_Lavan",119,309,227,0.73462783171521,0.524229074889868
"533",720,"Nir Galim","Yamina",288,627,524,0.835725677830941,0.549618320610687
"534",721,"Sde Ilan","Yamina",148,379,296,0.781002638522427,0.5
"535",722,"fulfilling","Kahul_Lavan",319,676,528,0.781065088757396,0.604166666666667
"536",723,"Capricorn House","Halicud",297,573,457,0.797556719022688,0.649890590809628
"537",726,"thanksgiving","Halicud",168,496,331,0.667338709677419,0.507552870090634
"538",727,"Ptolemy Yehiel","Kahul_Lavan",217,618,457,0.739482200647249,0.474835886214442
"539",729,"The Seventh Guard","Kahul_Lavan",255,692,529,0.764450867052023,0.482041587901701
"540",730,"Eliphalet","Halicud",235,460,334,0.726086956521739,0.703592814371258
"541",731,"Straight","Kahul_Lavan",225,477,394,0.825995807127883,0.571065989847716
"542",732,"Jordan Escort","Halicud",188,550,395,0.718181818181818,0.475949367088608
"543",734,"Gan Yashia","Kahul_Lavan",289,631,476,0.754358161648177,0.607142857142857
"544",735,"Ramot Meir","Kahul_Lavan",198,560,398,0.710714285714286,0.49748743718593
"545",736,"you discovered","Halicud",412,1010,762,0.754455445544554,0.540682414698163
"546",737,"chicory","Kahul_Lavan",277,758,586,0.773087071240106,0.472696245733788
"547",738,"generation","Kahul_Lavan",126,276,225,0.815217391304348,0.56
"548",739,"Uzziah Field","Zomet",474,979,817,0.834525025536262,0.580171358629131
"549",740,"I will ask","Halicud",262,745,592,0.794630872483222,0.442567567567568
"550",741,"vacuum cleaner","Kahul_Lavan",118,475,350,0.736842105263158,0.337142857142857
"551",742,"Zion Railway","Kahul_Lavan",193,687,569,0.828238719068413,0.339191564147627
"552",743,"Kfar Shmuel","Kahul_Lavan",247,587,495,0.843270868824532,0.498989898989899
"553",744,"Ptolemy is beautiful","Kahul_Lavan",165,491,359,0.731160896130346,0.459610027855153
"554",745,"Gomzo","Yamina",314,676,551,0.81508875739645,0.569872958257713
"555",746,"her knees","Halicud",260,758,628,0.828496042216359,0.414012738853503
"556",747,"Sycamore House","Zomet",178,572,433,0.756993006993007,0.41108545034642
"557",748,"Route","Halicud",149,487,364,0.747433264887064,0.409340659340659
"558",749,"hammer","Halicud",244,656,556,0.847560975609756,0.438848920863309
"559",379,"redeemed","Halicud",100,689,526,0.763425253991292,0.190114068441065
"560",750,"redeemed","Halicud",100,332,240,0.72289156626506,0.416666666666667
"561",751,"Beit Meir","Halicud",76,377,258,0.684350132625995,0.294573643410853
"562",752,"dare","Halicud",108,431,354,0.821345707656613,0.305084745762712
"563",753,"Yanov","Kahul_Lavan",169,620,476,0.767741935483871,0.355042016806723
"564",755,"Goren","Halicud",142,344,252,0.732558139534884,0.563492063492063
"565",756,"Beit Ezra","Kahul_Lavan",191,833,659,0.791116446578631,0.289833080424886
"566",757,"successful","Halicud",326,978,729,0.745398773006135,0.44718792866941
"567",758,"Yad Hana","Kahul_Lavan",273,568,460,0.809859154929577,0.593478260869565
"568",759,"will peek","Halicud",243,583,425,0.728987993138937,0.571764705882353
"569",760,"Ben is eligible","Halicud",210,598,495,0.827759197324415,0.424242424242424
"570",761,"captive","Halicud",185,428,331,0.773364485981308,0.558912386706949
"571",762,"trustfulness","Halicud",267,618,504,0.815533980582524,0.529761904761905
"572",174,"planted","Halicud",497,544,415,0.762867647058823,1.19759036144578
"573",763,"planted","Halicud",497,1403,1066,0.759800427655025,0.466228893058161
"574",1045,"planted","Halicud",497,226,150,0.663716814159292,3.31333333333333
"575",1147,"planted","Halicud",497,242,183,0.756198347107438,2.71584699453552
"576",1369,"planted","Halicud",497,221,192,0.868778280542986,2.58854166666667
"577",764,"Kfar Mordechai","Kahul_Lavan",249,463,373,0.80561555075594,0.667560321715818
"578",765,"Meshgav Dov","Kahul_Lavan",204,497,389,0.782696177062374,0.524421593830334
"579",766,"independence","Yahadut_Hatora",136,242,141,0.582644628099174,0.964539007092199
"580",767,"Porat","Halicud",350,906,647,0.714128035320088,0.540958268933539
"581",768,"Karmia","Kahul_Lavan",134,449,320,0.712694877505568,0.41875
"582",769,"Nir Etzion","Yamina",143,410,290,0.707317073170732,0.493103448275862
"583",771,"More introduction","Halicud",155,610,446,0.731147540983607,0.347533632286996
"584",772,"allegiance","Kahul_Lavan",168,714,541,0.757703081232493,0.310536044362292
"585",773,"Amikam","Kahul_Lavan",192,520,404,0.776923076923077,0.475247524752475
"586",774,"Zuriel","Halicud",95,288,213,0.739583333333333,0.446009389671362
"587",775,"Yad Natan","Kahul_Lavan",188,420,322,0.766666666666667,0.583850931677019
"588",776,"from her cover","Halicud",132,319,260,0.815047021943574,0.507692307692308
"589",777,"Nachshon","Merets",159,462,351,0.75974025974026,0.452991452991453
"590",778,"donate","Halicud",202,565,452,0.8,0.446902654867257
"591",779,"Aminadav","Halicud",130,641,470,0.733229329173167,0.276595744680851
"592",780,"light","Halicud",187,847,629,0.742621015348288,0.297297297297297
"593",783,"Sapphire stone","Zomet",149,495,363,0.733333333333333,0.410468319559229
"594",784,"Beit Nehemiah","Kahul_Lavan",155,623,498,0.799357945425361,0.311244979919679
"595",785,"Ahihud","Halicud",308,658,515,0.782674772036474,0.598058252427184
"596",786,"Olive village","Halicud",216,481,356,0.74012474012474,0.606741573033708
"597",787,"Givat Yarim","Halicud",194,937,714,0.762006403415155,0.271708683473389
"598",788,"an olive","Halicud",391,825,646,0.783030303030303,0.605263157894737
"599",789,"Renan","Halicud",121,433,301,0.695150115473441,0.401993355481728
"600",791,"prop","Halicud",261,701,549,0.783166904422254,0.475409836065574
"601",792,"the convoy route","Kahul_Lavan",125,405,305,0.753086419753086,0.40983606557377
"602",793,"Givati","Zomet",162,644,487,0.756211180124224,0.33264887063655
"603",794,"crane","Halicud",156,298,234,0.785234899328859,0.666666666666667
"604",1174,"crane","Halicud",156,652,475,0.728527607361963,0.328421052631579
"605",795,"honeysuckle","Halicud",169,556,394,0.70863309352518,0.428934010152284
"606",796,"cell phone","Halicud",238,671,498,0.742175856929955,0.477911646586345
"607",797,"Ahiezer","Shas",456,1154,998,0.864818024263432,0.456913827655311
"608",798,"Yagel","Halicud",307,616,496,0.805194805194805,0.618951612903226
"609",799,"Zechariah","Halicud",371,769,580,0.754226267880364,0.639655172413793
"610",800,"House of Hanania","Kahul_Lavan",307,616,476,0.772727272727273,0.644957983193277
"611",801,"cute","Yamina",212,561,466,0.83065953654189,0.454935622317597
"612",802,"Givat 28","Halicud",156,661,504,0.762481089258699,0.30952380952381
"613",803,"Yoshibia","Shas",102,334,265,0.793413173652695,0.384905660377359
"614",804,"I will call you","Halicud",395,870,685,0.78735632183908,0.576642335766423
"615",805,"Ishai","Halicud",213,548,429,0.782846715328467,0.496503496503497
"616",806,"Ein Yahav","Kahul_Lavan",274,528,400,0.757575757575758,0.685
"617",807,"Haniel","Kahul_Lavan",290,657,488,0.742770167427702,0.594262295081967
"618",808,"Nir Eliyahu","Kahul_Lavan",164,419,309,0.737470167064439,0.530744336569579
"619",809,"Nehem","Halicud",179,413,328,0.794188861985472,0.545731707317073
"620",810,"Ofer","Kahul_Lavan",122,400,312,0.78,0.391025641025641
"621",811,"will prepare you","Halicud",227,470,371,0.78936170212766,0.611859838274933
"622",812,"Shlomi","Halicud",1509,5093,3399,0.667386609071274,0.443954104148279
"623",813,"Ein Yaakov","Halicud",203,698,550,0.787965616045845,0.369090909090909
"624",814,"furrows","Halicud",202,572,450,0.786713286713287,0.448888888888889
"625",815,"Zebediel","Halicud",197,412,350,0.849514563106796,0.562857142857143
"626",816,"neglected","Halicud",158,399,298,0.7468671679198,0.530201342281879
"627",817,"Ezrikem","Halicud",338,936,756,0.807692307692308,0.447089947089947
"628",818,"Zarahiya","Halicud",190,483,407,0.842650103519669,0.466830466830467
"629",819,"Avigdor","Kahul_Lavan",277,628,489,0.778662420382166,0.566462167689162
"630",820,"extract","Halicud",133,353,245,0.694050991501416,0.542857142857143
"631",821,"their percentage","Halicud",183,397,295,0.743073047858942,0.620338983050847
"632",822,"plantation","Halicud",147,538,393,0.730483271375465,0.374045801526718
"633",823,"Bar Gyora","Halicud",146,410,299,0.729268292682927,0.488294314381271
"634",824,"Michael star","Kahul_Lavan",290,702,512,0.729344729344729,0.56640625
"635",825,"A mountain miracle","Halicud",184,774,587,0.758397932816537,0.313458262350937
"636",826,"Uza","Halicud",136,367,284,0.773841961852861,0.47887323943662
"637",827,"Neve Mefet","Kahul_Lavan",188,458,373,0.814410480349345,0.50402144772118
"638",828,"will take root","Halicud",179,730,549,0.752054794520548,0.326047358834244
"639",829,"Insurers","Halicud",106,385,247,0.641558441558442,0.42914979757085
"640",831,"Yeruham","Halicud",2001,7328,4854,0.662390829694323,0.412237330037083
"641",833,"Lightbulb","Kahul_Lavan",31,106,87,0.820754716981132,0.35632183908046
"642",836,"disgrace","Kahul_Lavan",123,342,267,0.780701754385965,0.460674157303371
"643",837,"Asriel","Halicud",271,597,486,0.814070351758794,0.55761316872428
"644",838,"Payday","Halicud",239,589,469,0.796264855687606,0.509594882729211
"645",839,"its openings","Halicud",177,612,480,0.784313725490196,0.36875
"646",840,"sweeps","Avoda",61,289,147,0.508650519031142,0.414965986394558
"647",841,"Elisema","Halicud",221,813,631,0.776137761377614,0.350237717908082
"648",842,"volcano","Kahul_Lavan",253,658,516,0.78419452887538,0.49031007751938
