Committee symbol,ballot id,settlement name,settlement ID,Ballot num,concentrate,Judge,BZB,Voters,Rejected,Accepted,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,ינ,יף,יק,יר,כ,כן,ל,מחל,נ,נז,ני,נץ,נק,פה,ףז,ץ,ק,קי,קך,קץ,שס
18,9578,Beer Sheva,9000,47.0,28,0,416,193,2,191,4,1,2,0,0,0,2,0,0,0,0,0,0,1,1,50,83,2,0,0,0,0,24,0,0,0,0,0,3,18
18,9579,Beer Sheva,9000,53.0,11,0,700,470,0,470,31,1,6,1,0,0,27,0,0,0,0,0,0,0,1,22,185,0,0,0,3,0,176,0,0,0,0,0,0,17
18,9580,Beer Sheva,9000,55.0,110,0,555,276,3,273,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,40,170,0,0,0,0,0,32,0,0,0,0,0,0,21
18,9581,Beer Sheva,9000,57.0,11,0,664,451,2,449,36,7,2,0,0,0,21,0,0,0,0,0,0,1,0,15,200,1,0,0,1,0,135,0,0,0,0,0,0,30
18,9582,Beer Sheva,9000,58.1,22,0,593,348,1,347,20,5,3,0,0,0,9,0,0,0,0,0,0,0,0,19,203,1,0,0,3,0,37,0,0,0,0,0,0,47
18,9583,Beer Sheva,9000,58.2,22,0,593,355,2,353,19,6,5,2,0,0,24,0,0,0,0,0,0,0,0,21,194,0,0,0,2,0,50,0,0,0,0,0,0,30
18,9584,Beer Sheva,9000,58.3,22,0,593,362,3,359,14,4,2,2,0,0,13,0,0,0,0,0,0,0,0,19,212,0,0,0,1,0,53,0,0,0,0,0,0,39
18,9585,Beer Sheva,9000,58.4,22,0,593,342,0,342,16,5,5,0,0,0,9,0,1,0,0,0,0,0,0,17,191,0,0,0,2,0,61,0,0,0,0,0,0,35
18,9586,Beer Sheva,9000,58.5,22,0,589,323,3,320,27,2,2,1,0,0,11,0,0,0,0,0,0,0,0,43,152,0,0,0,4,0,65,0,0,0,0,0,0,13
18,9587,Beer Sheva,9000,62.0,116,0,681,374,1,373,48,4,0,1,0,0,19,0,0,0,0,0,0,0,0,10,148,0,0,0,1,0,122,0,0,0,0,0,0,20
18,9588,Beer Sheva,9000,65.0,20,0,594,247,5,242,4,6,1,0,0,0,5,0,0,0,0,0,0,0,1,38,120,0,0,0,5,0,29,0,0,0,0,0,0,33
18,9589,Beer Sheva,9000,66.0,42,0,640,418,2,416,16,2,10,0,0,0,20,0,0,0,0,0,0,0,0,44,231,0,0,0,3,0,65,0,0,0,0,0,0,25
18,9590,Beer Sheva,9000,68.0,42,0,443,200,2,198,8,3,3,2,0,0,8,0,0,0,0,0,0,0,0,29,88,0,0,0,2,0,38,0,0,0,0,0,0,17
18,9591,Beer Sheva,9000,69.0,28,0,503,281,2,279,11,1,2,0,0,0,13,0,0,0,0,0,0,0,0,28,157,0,0,0,0,0,56,0,0,0,1,0,0,10
18,9592,Beer Sheva,9000,84.0,11,0,586,296,0,296,30,2,6,2,1,0,19,0,0,0,0,0,0,0,0,29,110,1,0,0,1,0,72,0,0,0,1,0,0,22
18,9593,Beer Sheva,9000,86.0,116,0,373,183,1,182,11,1,0,0,0,0,14,0,0,0,0,0,0,0,0,10,101,0,0,0,0,1,27,0,0,0,0,0,0,17
18,9594,Beer Sheva,9000,87.0,110,0,679,295,7,288,3,3,1,0,0,0,6,0,0,0,0,0,0,0,0,96,129,2,0,1,2,0,33,0,0,0,0,0,2,10
18,9595,Beer Sheva,9000,95.0,45,0,514,267,4,263,3,1,0,0,0,0,9,0,0,0,0,0,0,1,0,37,154,0,0,0,5,0,23,0,0,0,0,0,0,30
18,9596,Beer Sheva,9000,96.0,26,0,446,255,1,254,2,7,2,0,0,0,16,0,0,0,0,0,0,0,0,25,123,0,0,0,0,0,30,0,0,0,0,0,0,49
18,9597,Beer Sheva,9000,97.0,126,0,561,349,2,347,6,8,0,1,0,0,18,0,0,0,0,0,0,0,0,60,140,0,0,1,1,0,24,2,0,1,1,1,0,83
18,9598,Beer Sheva,9000,100.0,11,0,695,405,2,403,8,9,1,0,0,0,17,0,0,0,0,0,0,0,0,15,244,0,0,0,2,1,38,1,0,0,0,0,0,67
18,9599,Beer Sheva,9000,102.0,11,0,569,324,2,322,7,14,1,1,0,0,13,0,0,0,0,0,0,0,0,25,165,1,0,0,3,0,37,0,0,0,0,0,0,55
18,9600,Beer Sheva,9000,103.0,132,0,520,241,0,241,8,11,1,0,0,0,8,0,0,0,0,0,0,0,0,17,131,1,0,0,5,0,34,0,0,0,0,0,0,25
18,9601,Beer Sheva,9000,104.0,3,0,605,352,4,348,10,11,2,0,0,0,11,0,0,0,0,0,0,0,0,19,186,1,0,0,0,0,46,0,0,0,0,0,0,62
18,9602,Beer Sheva,9000,105.0,3,0,669,445,1,444,9,25,1,0,0,0,27,0,0,0,0,0,0,0,0,16,235,0,0,0,5,0,48,0,0,0,0,1,0,77
18,9603,Beer Sheva,9000,106.0,3,0,643,373,4,369,14,13,0,1,0,0,16,0,0,0,0,0,0,0,1,18,175,1,0,0,10,0,67,0,1,0,0,0,0,52
18,9604,Beer Sheva,9000,109.0,33,0,630,290,4,286,3,3,2,0,0,0,25,0,0,0,0,0,0,0,0,70,118,0,0,0,1,0,27,0,0,0,0,0,1,36
18,9605,Beer Sheva,9000,110.0,5,0,610,289,11,278,7,0,0,1,0,0,8,1,0,0,1,0,0,0,0,74,138,0,0,0,1,0,32,1,0,0,0,0,0,14
18,9606,Beer Sheva,9000,111.0,26,0,529,329,1,328,10,13,0,1,0,0,109,0,0,0,0,0,0,0,0,14,108,0,0,0,8,0,38,0,0,0,0,0,0,27
18,9607,Beer Sheva,9000,112.0,33,0,553,344,2,342,19,11,3,0,0,0,16,0,0,0,0,0,0,0,0,38,138,0,0,0,0,0,98,0,0,0,0,0,0,19
18,9608,Beer Sheva,9000,113.0,45,0,574,245,2,243,8,3,2,0,0,0,11,0,0,0,0,0,0,0,0,46,102,1,0,0,0,0,55,0,0,0,0,0,0,15
18,9609,Beer Sheva,9000,114.0,45,0,534,258,2,256,7,2,1,0,0,0,7,1,0,0,0,0,0,0,0,58,121,0,0,0,0,0,31,0,0,0,0,0,1,27
18,9610,Beer Sheva,9000,116.0,3,0,552,338,4,334,8,11,0,1,0,0,16,0,0,0,0,0,0,0,0,5,177,1,0,0,5,0,45,0,0,0,0,0,0,65
18,9611,Beer Sheva,9000,117.0,45,0,396,172,1,171,5,6,2,0,0,0,9,0,0,0,0,0,0,0,0,35,74,2,0,0,1,0,28,0,0,0,0,0,0,9
18,9612,Beer Sheva,9000,118.0,33,0,503,314,3,311,11,7,0,0,0,0,76,0,0,0,0,1,0,0,1,35,121,0,0,0,2,0,41,0,0,0,0,0,0,16
18,9613,Beer Sheva,9000,130.1,36,0,661,328,9,319,9,1,2,0,0,0,2,0,0,0,0,0,0,0,1,71,163,0,0,0,2,0,31,0,0,0,1,0,0,36
18,9614,Beer Sheva,9000,130.2,36,0,661,317,5,312,7,4,0,0,0,0,5,0,0,0,0,0,0,0,0,89,151,0,0,0,1,0,27,0,0,1,1,0,1,25
18,9615,Beer Sheva,9000,130.3,36,0,661,319,11,308,3,6,1,0,0,0,6,0,0,0,0,0,1,1,1,57,172,0,0,0,0,0,24,0,0,1,0,0,2,33
18,9616,Beer Sheva,9000,130.4,36,0,661,333,5,328,10,3,1,0,0,0,7,0,1,0,0,0,1,0,0,87,163,0,0,0,1,0,31,1,0,0,0,0,0,22
18,9617,Beer Sheva,9000,130.5,36,0,660,277,7,270,2,4,1,0,0,0,2,0,0,0,0,0,0,1,0,92,118,0,0,0,1,0,27,0,0,0,0,0,0,22
18,9618,Beer Sheva,9000,143.1,119,0,588,375,11,364,9,10,3,0,0,0,3,0,0,0,0,0,0,0,1,34,190,0,0,0,0,0,27,0,0,0,0,0,0,87
18,9619,Beer Sheva,9000,143.2,119,0,588,329,2,327,3,3,1,0,0,0,6,0,0,0,0,0,0,0,0,51,163,0,0,0,1,0,38,0,0,0,0,0,1,60
18,9620,Beer Sheva,9000,143.3,119,0,588,360,4,356,9,13,0,0,0,0,4,0,0,0,0,0,0,0,0,40,178,0,0,0,4,0,31,0,0,1,0,0,4,72
18,9621,Beer Sheva,9000,143.4,119,0,588,353,3,350,4,9,2,0,0,0,7,0,0,0,0,0,0,1,1,67,148,2,0,0,0,0,40,0,0,1,0,0,0,68
18,9622,Beer Sheva,9000,143.5,119,0,584,313,1,312,5,6,0,0,0,0,5,0,0,0,0,0,0,0,0,67,143,0,0,0,0,0,33,0,1,0,0,0,2,50
18,9623,Beer Sheva,9000,144.0,28,0,389,163,1,162,4,2,4,0,0,0,2,0,0,0,0,0,0,0,0,46,79,1,0,0,0,0,19,0,0,0,0,0,0,5
18,9624,Beer Sheva,9000,145.0,28,0,555,350,1,349,20,5,3,0,0,0,9,0,0,0,0,0,0,1,0,16,154,0,0,0,0,0,79,0,0,0,0,0,0,62
18,9625,Beer Sheva,9000,151.0,61,0,450,239,2,237,2,1,0,0,0,0,6,0,0,0,0,0,0,0,0,96,94,0,0,0,1,0,28,0,0,0,0,0,0,9
18,9626,Beer Sheva,9000,153.0,110,0,603,259,4,255,2,5,5,2,0,0,8,1,0,0,0,0,0,0,0,68,117,0,0,0,1,0,28,0,0,1,0,0,0,17
18,9627,Beer Sheva,9000,155.0,61,0,593,320,3,317,2,6,1,0,0,0,8,1,1,0,0,0,0,1,0,83,138,0,0,0,3,0,40,1,0,1,0,0,0,31
18,9628,Beer Sheva,9000,156.0,61,0,565,284,7,277,6,5,4,0,1,0,5,0,0,0,0,0,0,0,0,75,132,0,0,0,1,0,36,0,0,0,0,0,0,12
18,9629,Beer Sheva,9000,157.0,5,0,600,274,4,270,8,2,5,0,0,0,3,1,0,0,0,0,0,0,0,73,117,0,0,0,4,0,43,0,0,0,0,0,1,13
18,9630,Beer Sheva,9000,158.0,5,0,503,215,3,212,8,2,1,0,0,0,4,0,0,0,0,0,0,0,1,55,110,0,0,1,0,0,19,0,0,0,0,1,0,10
18,9631,Beer Sheva,9000,159.0,61,0,551,253,4,249,4,2,0,0,0,0,7,0,0,0,0,0,0,0,0,72,111,1,0,0,0,0,30,0,0,0,0,0,2,20
18,9632,Beer Sheva,9000,162.0,5,0,750,362,7,355,0,2,1,0,1,0,3,3,0,0,0,0,0,0,0,45,185,0,0,0,1,0,34,0,0,0,3,0,1,76
18,9633,Beer Sheva,9000,168.0,5,0,542,273,3,270,10,8,0,0,0,0,2,2,0,0,0,0,0,0,0,59,122,0,0,0,0,0,44,0,0,0,0,0,0,23
18,9634,Beer Sheva,9000,170.0,71,0,673,422,2,420,14,5,2,0,0,0,9,0,0,0,0,0,0,0,0,56,212,0,0,0,0,0,91,0,0,1,0,0,0,30
18,9635,Beer Sheva,9000,171.0,71,0,677,420,6,414,13,5,3,0,0,0,7,0,0,0,0,0,0,0,0,41,201,0,0,0,1,0,71,0,0,0,1,0,0,71
18,9636,Beer Sheva,9000,172.0,70,0,476,284,3,281,24,4,0,1,0,0,6,0,0,0,0,0,0,0,0,40,123,0,0,0,1,0,44,0,0,0,0,0,0,38
18,9637,Beer Sheva,9000,173.0,70,0,528,304,0,304,3,8,1,1,0,0,7,0,0,0,0,0,0,0,0,32,169,1,0,0,2,0,48,1,0,0,0,0,0,31
18,9638,Beer Sheva,9000,174.0,71,0,668,344,6,338,6,1,1,0,0,0,3,0,0,0,0,0,0,0,0,106,153,0,0,0,3,0,32,0,0,0,0,0,1,32
18,9639,Beer Sheva,9000,178.0,71,0,589,375,4,371,8,3,4,1,0,0,10,0,0,0,0,0,0,0,0,77,181,1,0,0,1,0,38,0,0,0,0,0,0,47
18,9640,Beer Sheva,9000,179.0,70,0,683,443,2,441,15,4,0,0,0,0,15,0,0,0,0,0,0,0,1,50,219,0,0,0,2,0,101,0,0,0,0,0,0,34
18,9641,Beer Sheva,9000,240.0,70,0,553,350,2,348,7,4,0,0,0,0,13,0,0,0,0,0,0,0,0,88,156,0,0,0,1,0,57,0,0,0,0,0,0,22
18,9642,Beer Sheva,9000,241.0,71,0,520,338,3,335,12,5,0,0,0,0,11,0,0,0,0,0,0,0,0,38,181,0,0,0,2,0,58,0,0,0,0,0,0,28
18,9643,Beer Sheva,9000,279.0,26,0,501,326,2,324,22,7,1,0,0,0,45,0,0,0,0,0,0,0,0,8,125,0,0,0,5,0,61,0,0,0,0,0,0,50
18,9644,Beer Sheva,9000,300.0,11,0,742,556,2,554,31,1,3,0,0,0,28,0,0,0,0,0,0,0,0,26,249,0,0,0,3,0,183,0,0,0,0,0,0,30
18,9645,Beer Sheva,9000,12.0,111,0,592,430,1,429,3,0,1,0,0,0,27,0,0,0,0,0,0,0,0,34,271,0,0,0,1,0,69,0,0,0,0,0,3,20
18,9646,Beer Sheva,9000,43.0,66,0,690,431,0,431,22,7,0,0,0,0,38,0,0,0,0,0,0,1,0,31,197,0,0,0,2,0,110,0,0,0,1,0,0,22
18,9647,Beer Sheva,9000,71.1,40,0,533,266,22,244,18,5,7,0,0,0,6,0,0,0,0,0,0,0,0,2,147,0,0,0,0,0,42,0,0,1,1,0,0,15
18,9648,Beer Sheva,9000,71.2,40,0,533,282,5,277,14,0,5,1,0,0,18,0,0,0,0,0,0,0,0,17,143,0,0,0,1,0,57,0,0,0,0,0,1,20
18,9649,Beer Sheva,9000,71.3,40,0,533,260,4,256,18,3,3,1,0,0,11,0,0,0,0,0,0,0,0,17,142,0,0,0,2,0,45,0,0,0,0,0,0,14
18,9650,Beer Sheva,9000,71.4,40,0,530,218,2,216,6,1,4,2,0,0,12,0,0,0,0,0,0,0,0,21,104,0,1,0,1,0,49,0,0,0,0,0,0,15
18,9651,Beer Sheva,9000,73.1,13,0,643,290,2,288,5,2,11,0,0,0,6,0,0,0,0,0,0,0,0,19,190,0,0,0,1,0,24,0,0,0,0,0,0,30
18,9652,Beer Sheva,9000,73.2,13,0,643,318,6,312,13,1,6,1,0,0,15,0,0,0,0,1,0,0,0,39,154,0,0,0,4,0,49,0,0,0,0,0,0,29
18,9653,Beer Sheva,9000,73.3,13,0,643,324,2,322,11,5,3,1,0,0,5,2,0,0,0,0,0,1,0,29,182,0,0,0,0,0,40,1,0,0,0,0,0,42
18,9654,Beer Sheva,9000,73.4,13,0,640,300,2,298,11,5,3,0,0,0,12,0,0,0,0,0,0,0,0,26,169,0,0,0,2,0,39,0,0,1,0,0,0,30
18,9655,Beer Sheva,9000,90.0,19,0,430,233,1,232,10,5,5,0,0,0,5,0,0,0,0,0,0,0,0,18,138,0,0,0,4,0,22,0,0,0,0,0,0,25
18,9656,Beer Sheva,9000,91.0,19,0,541,303,4,299,9,2,5,0,0,0,6,0,0,1,0,0,0,0,0,53,150,1,0,0,2,0,42,0,0,0,0,0,0,28
18,9657,Beer Sheva,9000,92.0,19,0,579,321,3,318,7,3,10,0,0,0,9,0,0,0,0,0,0,0,0,71,144,0,0,0,0,0,48,0,0,0,0,0,1,25
18,9658,Beer Sheva,9000,93.0,19,0,453,253,3,250,3,2,13,0,0,0,2,0,0,0,0,0,0,0,0,26,156,0,0,0,2,0,19,0,0,0,1,2,0,24
18,9659,Beer Sheva,9000,94.0,19,0,570,294,0,294,12,2,2,0,0,0,9,0,0,0,0,0,2,0,0,89,117,1,0,0,0,0,48,1,0,1,0,0,0,10
18,9660,Beer Sheva,9000,99.1,8,0,606,389,3,386,15,16,5,0,0,0,22,0,0,0,0,0,0,0,0,12,208,0,0,0,1,0,42,0,0,0,0,0,0,65
18,9661,Beer Sheva,9000,99.2,8,0,606,403,2,401,9,27,1,0,0,0,16,0,0,0,0,0,0,0,0,22,207,0,0,0,3,0,53,1,0,0,0,0,0,62
18,9662,Beer Sheva,9000,99.3,8,0,606,412,2,410,7,18,5,1,1,0,18,0,0,0,0,0,0,0,0,13,220,0,0,0,2,0,52,0,0,0,0,0,0,73
18,9663,Beer Sheva,9000,99.4,8,0,605,357,2,355,9,14,4,0,0,0,14,1,0,0,0,0,0,0,0,16,212,0,0,0,2,0,33,0,0,1,0,0,0,49
18,9664,Beer Sheva,9000,119.0,7,0,591,361,4,357,8,4,2,1,0,0,19,0,0,0,0,0,0,0,0,49,189,0,0,0,0,0,74,0,0,0,0,0,0,11
18,9665,Beer Sheva,9000,120.0,38,0,495,263,2,261,11,6,11,0,0,0,7,0,0,0,0,0,0,0,0,29,99,1,0,0,2,0,80,0,0,0,0,0,0,15
18,9666,Beer Sheva,9000,121.0,38,0,738,403,0,403,20,1,9,0,0,0,16,0,0,0,0,0,0,0,0,27,177,0,0,0,2,1,125,0,0,0,0,0,0,25
18,9667,Beer Sheva,9000,122.0,37,0,682,478,3,475,22,7,4,0,0,0,14,0,0,0,0,0,0,0,0,50,263,0,0,0,0,0,66,0,0,0,0,0,0,49
18,9668,Beer Sheva,9000,123.0,115,0,633,400,3,397,15,8,4,0,0,0,15,0,0,0,0,2,0,0,0,21,230,0,0,0,3,0,40,0,0,0,0,0,0,59
18,9669,Beer Sheva,9000,124.0,115,0,582,351,4,347,47,0,4,0,0,0,15,0,0,0,0,0,0,0,0,40,111,0,0,0,4,0,119,0,0,0,0,0,0,7
18,9670,Beer Sheva,9000,125.0,7,0,607,429,2,427,27,8,6,1,0,0,19,0,0,0,0,0,0,0,0,9,197,0,0,0,0,0,137,0,0,1,0,0,0,22
18,9671,Beer Sheva,9000,126.0,37,0,537,198,0,198,46,8,5,3,0,0,6,0,0,0,0,0,0,0,0,7,61,0,0,0,2,0,51,0,0,0,0,0,0,9
18,9672,Beer Sheva,9000,127.0,115,0,582,322,3,319,30,7,4,1,0,0,14,0,0,0,0,0,0,0,0,7,155,0,0,0,0,0,75,0,0,0,0,0,0,26
18,9673,Beer Sheva,9000,128.0,7,0,717,495,0,495,22,1,3,0,0,0,30,0,0,0,0,0,0,0,0,28,260,2,0,0,2,0,124,0,0,0,0,0,0,23
18,9674,Beer Sheva,9000,129.0,111,0,437,331,2,329,11,1,0,0,0,0,19,0,0,0,0,0,0,0,0,36,187,0,0,0,2,0,55,1,0,0,0,0,0,17
18,9675,Beer Sheva,9000,131.0,7,0,662,456,1,455,17,6,0,0,0,0,27,0,0,0,0,0,0,0,0,15,244,0,0,0,2,0,121,0,0,0,0,0,0,23
18,9676,Beer Sheva,9000,132.0,58,0,530,291,5,286,2,1,2,0,0,0,7,0,0,0,0,0,0,0,0,83,158,0,0,0,0,0,32,0,0,0,0,0,0,1
18,9677,Beer Sheva,9000,134.0,59,0,713,423,4,419,6,5,7,0,0,0,7,1,0,0,0,2,0,0,0,118,227,0,0,0,6,0,32,0,0,1,0,0,0,7
18,9678,Beer Sheva,9000,136.0,60,0,515,290,1,289,2,4,0,1,0,0,7,0,0,0,0,0,0,0,0,96,146,1,0,1,1,0,20,1,0,0,0,0,1,8
18,9679,Beer Sheva,9000,137.0,58,0,314,164,2,162,4,2,0,0,0,0,3,0,0,0,0,0,0,0,0,53,74,0,0,0,0,0,20,0,0,0,0,1,1,4
18,9680,Beer Sheva,9000,138.0,21,0,753,513,4,509,21,1,13,1,0,0,27,0,0,0,0,0,0,0,0,10,279,0,0,0,3,0,129,0,0,0,0,0,0,25
18,9681,Beer Sheva,9000,139.0,21,0,611,465,0,465,21,2,2,0,0,0,34,0,0,0,0,0,0,0,0,17,243,0,0,0,0,0,132,0,0,0,0,0,0,14
18,9682,Beer Sheva,9000,140.0,21,0,575,410,2,408,20,6,5,0,0,0,20,0,0,0,0,0,0,0,0,12,197,0,0,0,3,0,136,0,0,0,0,0,0,9
18,9683,Beer Sheva,9000,149.0,21,0,711,512,6,506,15,6,11,0,0,0,25,0,0,0,0,0,0,0,0,33,259,0,0,0,6,0,131,0,0,0,0,0,0,20
18,9684,Beer Sheva,9000,150.0,21,0,630,461,3,458,21,1,5,0,0,0,32,0,0,0,0,0,0,0,0,13,248,0,0,0,2,0,108,0,0,0,0,0,0,28
18,9685,Beer Sheva,9000,161.1,39,0,540,315,7,308,8,4,1,0,0,0,18,0,0,0,0,0,0,0,0,48,129,0,0,0,4,0,75,0,0,0,0,0,0,21
18,9686,Beer Sheva,9000,161.2,39,0,540,339,7,332,15,6,1,0,0,0,25,0,0,0,0,0,0,0,0,51,149,0,1,0,0,0,68,0,0,0,0,0,1,15
18,9687,Beer Sheva,9000,161.3,39,0,540,298,1,297,19,8,1,0,0,0,11,0,0,0,0,0,0,0,0,57,107,0,0,0,2,0,79,0,0,1,0,0,0,12
18,9688,Beer Sheva,9000,163.0,66,0,588,329,4,325,6,4,3,0,0,0,8,0,0,0,0,0,0,0,0,41,141,0,0,0,4,0,99,0,0,0,0,0,1,18
18,9689,Beer Sheva,9000,164.0,56,0,504,367,1,366,15,7,5,0,0,0,28,0,0,0,0,0,0,0,0,11,191,0,0,0,1,0,92,0,0,0,0,0,0,16
18,9690,Beer Sheva,9000,166.0,7,0,716,511,4,507,35,4,3,0,0,0,21,0,0,0,1,0,0,0,1,27,246,0,0,0,3,0,138,0,0,0,0,0,0,28
18,9691,Beer Sheva,9000,167.0,66,0,528,296,0,296,13,1,2,1,0,0,14,0,0,0,0,0,0,0,0,24,146,1,0,0,1,0,72,0,0,0,0,0,0,21
18,9692,Beer Sheva,9000,184.0,56,0,640,468,1,467,18,1,0,0,0,0,47,0,0,0,0,0,0,0,0,13,246,0,0,0,0,0,111,0,0,0,0,0,0,31
18,9693,Beer Sheva,9000,195.0,111,0,721,536,0,536,4,1,3,0,0,0,18,0,0,0,0,0,0,0,0,15,370,0,0,0,0,0,91,0,0,0,0,0,0,34
18,9694,Beer Sheva,9000,196.0,56,0,503,379,2,377,16,3,1,0,0,0,27,0,0,0,0,0,0,0,0,22,179,0,0,0,3,0,92,0,0,0,0,0,0,34
18,9695,Beer Sheva,9000,197.1,102,0,605,390,2,388,9,0,9,0,1,0,8,1,0,1,0,0,0,0,0,60,213,1,0,0,0,0,54,0,0,1,0,0,0,30
18,9696,Beer Sheva,9000,197.2,102,0,605,394,0,394,17,2,3,1,0,0,9,0,0,0,0,0,0,0,0,61,186,1,0,0,1,0,75,0,0,0,0,0,0,38
18,9697,Beer Sheva,9000,197.3,102,0,605,348,1,347,8,1,4,0,0,0,6,0,0,0,0,0,0,0,1,80,170,0,0,0,1,0,59,0,0,1,0,0,0,16
18,9698,Beer Sheva,9000,197.4,102,0,605,353,5,348,3,0,1,0,0,0,15,1,0,0,0,0,0,0,0,90,161,2,0,0,2,0,50,1,1,0,0,0,0,21
18,9699,Beer Sheva,9000,197.5,102,0,605,356,4,352,12,1,1,2,0,0,5,0,0,0,0,0,0,0,0,65,182,0,0,0,0,0,65,0,0,0,0,0,0,19
18,9700,Beer Sheva,9000,197.6,102,0,605,366,3,363,10,3,1,0,0,0,12,0,0,0,0,1,0,0,0,93,160,2,0,0,0,0,66,0,0,0,0,0,1,14
18,9701,Beer Sheva,9000,197.7,102,0,605,355,6,349,16,0,1,0,0,0,5,1,0,0,0,0,0,0,0,93,153,0,0,0,2,0,73,0,0,0,0,0,0,5
18,9702,Beer Sheva,9000,198.0,56,0,523,395,12,383,19,4,0,0,0,0,29,0,0,0,0,0,0,0,0,17,184,0,0,0,6,0,106,0,0,0,0,0,0,18
18,9703,Beer Sheva,9000,231.0,111,1,584,374,0,374,10,1,1,0,0,0,13,0,0,0,0,0,0,0,1,53,189,0,0,0,2,0,86,1,0,0,0,0,0,17
18,9704,Beer Sheva,9000,233.0,111,0,608,425,2,423,14,4,1,0,0,0,18,0,0,0,0,0,0,0,0,43,224,0,0,0,0,0,91,1,0,0,0,0,0,27
18,9705,Beer Sheva,9000,234.0,111,0,612,405,5,400,19,2,9,0,0,0,7,0,0,0,0,0,0,0,0,74,180,0,0,0,0,0,77,0,0,2,0,1,0,29
18,9706,Beer Sheva,9000,235.1,100,0,617,403,1,402,12,0,0,1,0,0,7,0,0,0,0,0,0,0,0,38,231,0,0,0,0,0,74,0,0,0,0,0,0,39
18,9707,Beer Sheva,9000,235.2,100,0,617,403,4,399,4,1,0,1,0,0,10,0,0,0,0,0,0,0,0,49,210,0,0,0,0,0,90,0,0,0,0,0,0,34
18,9708,Beer Sheva,9000,235.3,100,0,617,413,4,409,13,4,2,0,0,0,15,0,0,0,0,0,0,0,0,89,186,2,0,0,2,0,74,0,0,0,0,0,0,22
18,9709,Beer Sheva,9000,235.4,100,0,617,410,1,409,19,1,0,0,0,0,20,1,0,0,0,0,0,0,0,64,208,0,0,0,2,0,78,0,0,0,0,0,0,16
18,9710,Beer Sheva,9000,235.5,100,0,617,429,1,428,10,4,0,0,0,0,19,0,0,0,0,0,0,0,0,64,223,0,0,0,1,0,81,0,0,0,0,0,0,26
18,9711,Beer Sheva,9000,235.6,100,0,617,427,0,427,21,8,2,0,0,0,5,0,0,0,0,0,0,0,0,73,220,0,0,0,0,0,73,0,0,0,0,0,1,24
18,9712,Beer Sheva,9000,235.7,100,0,617,402,0,402,11,3,0,0,0,0,13,0,0,0,0,0,0,0,0,84,185,0,0,0,0,0,94,0,0,1,0,0,1,10
18,9713,Beer Sheva,9000,235.8,100,0,610,370,5,365,9,5,0,0,0,0,6,0,0,0,0,0,0,0,0,71,169,0,0,0,1,0,82,0,0,0,0,0,1,21
18,9714,Beer Sheva,9000,237.0,111,0,680,438,2,436,15,2,2,0,0,0,19,0,1,0,0,0,0,0,0,72,216,1,0,0,6,0,67,0,0,0,0,0,0,35
18,9715,Beer Sheva,9000,242.1,114,0,601,436,4,432,13,3,5,0,0,0,18,0,0,0,0,0,0,0,0,20,252,0,0,0,1,0,66,0,0,0,0,0,0,54
18,9716,Beer Sheva,9000,242.2,114,0,601,432,1,431,14,7,0,0,0,0,30,0,0,0,0,0,0,0,0,44,217,0,0,0,1,0,81,0,1,0,0,0,0,36
18,9717,Beer Sheva,9000,242.3,114,0,601,431,3,428,12,5,0,0,0,0,38,0,0,0,0,0,0,0,0,46,185,0,0,0,3,0,78,0,1,2,0,0,0,58
18,9718,Beer Sheva,9000,242.4,114,0,601,428,3,425,11,14,1,0,0,0,18,0,0,0,0,0,0,0,0,20,225,1,0,0,3,0,79,0,0,0,0,0,1,52
18,9719,Beer Sheva,9000,242.5,114,0,601,440,3,437,9,5,2,0,0,0,51,1,0,0,0,0,0,0,0,42,224,1,0,0,1,0,60,0,0,0,0,0,0,41
18,9720,Beer Sheva,9000,242.6,114,0,601,433,2,431,7,5,0,0,0,0,22,0,0,0,0,0,0,0,0,58,216,0,0,0,2,0,78,0,0,0,0,0,0,43
18,9721,Beer Sheva,9000,242.7,114,0,595,417,2,415,10,2,3,0,0,0,23,0,0,0,0,0,0,0,0,65,172,0,0,0,1,0,99,1,0,0,0,0,0,39
18,9722,Beer Sheva,9000,246.0,56,0,590,446,1,445,17,0,0,0,0,0,31,0,0,0,0,0,0,0,0,11,232,0,0,0,1,0,121,0,0,0,0,0,0,32
18,9723,Beer Sheva,9000,247.1,68,0,630,428,1,427,23,3,0,0,0,0,16,1,0,0,0,0,0,0,0,15,243,0,0,0,0,0,92,0,0,0,0,0,0,34
18,9724,Beer Sheva,9000,247.2,68,0,630,415,0,415,20,4,0,0,0,0,18,0,0,0,0,0,0,0,1,36,209,0,0,0,2,0,101,0,0,0,0,0,0,24
18,9725,Beer Sheva,9000,247.3,68,0,630,415,2,413,21,3,1,2,0,0,20,0,0,0,0,0,0,0,0,33,190,1,0,0,2,0,111,0,0,0,0,0,0,29
18,9726,Beer Sheva,9000,247.4,68,0,630,402,3,399,26,5,2,0,0,0,24,0,0,0,0,0,0,0,0,11,198,0,0,0,1,0,99,0,0,0,0,0,0,33
18,9727,Beer Sheva,9000,247.5,68,0,630,428,1,427,24,3,1,0,0,0,21,0,0,0,0,0,0,0,0,29,201,1,0,0,1,0,115,0,0,0,0,0,0,31
