settlement name,settlement ID,Ballot num,BZB,Voters,Rejected,Accepted,אמת,ג,דעם,ום,ז,זי,זך,זנ,זץ,טב,י,יז,ין,יץ,כ,ךק,ל,מחל,מרצ,נ,נז,נך,נץ,נר,ן,ןך,ןנ,פה,ףז,ףי,ףך,ףנ,ףץ,צק,ץ,ץז,ץי,ק,קי,קן,קף,ר,שס
Bat Yam,6200,23.0,647,338,2,336,9,5,1,0,9,0,0,0,0,0,1,0,0,0,22,0,51,131,10,4,0,0,0,7,2,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Bat Yam,6200,26.0,466,181,2,179,7,1,0,1,2,0,0,0,0,4,0,0,0,0,10,0,26,52,3,3,0,0,0,2,0,0,0,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Bat Yam,6200,27.0,583,213,1,212,7,0,0,0,6,0,0,0,0,3,0,0,0,0,8,0,32,67,8,8,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
Bat Yam,6200,28.1,670,330,2,328,11,3,1,0,11,0,0,0,0,7,2,0,0,0,11,0,37,146,1,3,0,0,0,7,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Bat Yam,6200,28.2,670,288,1,287,9,2,0,0,4,0,1,0,0,0,0,0,0,0,6,0,74,86,8,7,0,0,0,3,3,0,0,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Bat Yam,6200,28.3,670,324,5,319,9,1,0,1,8,0,0,0,0,3,0,0,0,1,20,0,48,129,4,3,1,0,0,6,2,0,0,62,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20
Bat Yam,6200,28.4,670,284,9,275,1,0,0,0,4,1,0,0,0,2,0,0,0,0,26,0,51,104,6,2,0,0,0,4,0,0,0,63,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9
Bat Yam,6200,28.5,670,300,4,296,6,3,0,0,11,0,0,0,1,2,0,0,0,0,14,0,50,100,3,5,0,0,0,9,0,0,0,81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10
Bat Yam,6200,29.1,649,288,0,288,9,0,0,0,9,0,0,0,0,8,0,0,0,0,9,0,31,125,3,5,0,0,1,7,1,0,0,59,0,0,0,0,0,1,0,0,0,2,0,0,1,0,17
Bat Yam,6200,29.2,649,311,2,309,9,2,0,0,9,0,0,0,0,10,0,0,0,0,25,0,52,100,4,6,0,0,0,3,0,0,0,73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15
Bat Yam,6200,29.3,649,240,3,237,5,0,0,0,3,0,0,0,0,8,0,0,0,0,19,0,38,79,2,3,0,0,0,1,0,0,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
Bat Yam,6200,29.4,649,339,2,337,17,4,0,0,13,0,0,0,2,5,0,0,0,0,15,0,45,129,4,11,1,0,0,4,0,0,0,71,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
Bat Yam,6200,29.5,649,301,5,296,14,3,0,1,5,1,0,0,0,10,0,0,0,0,14,0,48,110,4,4,1,0,0,7,3,0,0,50,0,0,1,0,0,1,0,0,0,1,0,0,0,0,18
Bat Yam,6200,29.6,649,256,0,256,8,2,0,1,8,1,0,0,0,4,1,0,0,0,9,0,36,98,0,5,1,0,0,4,2,0,0,59,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14
Bat Yam,6200,29.7,649,272,3,269,5,0,0,0,7,0,0,0,2,3,0,0,0,0,16,0,58,76,1,3,0,0,0,9,1,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Bat Yam,6200,29.8,649,284,2,282,10,1,0,1,6,0,0,0,0,7,1,0,0,0,13,0,50,109,2,9,0,0,0,3,1,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Bat Yam,6200,32.0,723,324,0,324,5,1,0,0,8,0,0,0,0,3,0,0,0,0,13,1,60,140,2,13,0,0,0,3,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Bat Yam,6200,34.0,677,275,2,273,10,0,0,0,3,0,0,0,0,4,0,0,0,1,13,0,40,114,5,6,0,0,0,2,1,0,0,58,0,0,0,0,0,0,0,0,1,0,0,1,0,0,14
Bat Yam,6200,35.0,746,388,1,387,16,1,0,0,13,0,0,0,0,7,0,0,0,0,14,0,38,152,0,6,0,0,0,11,0,0,0,107,0,0,0,0,0,0,0,0,0,1,0,0,2,1,18
Bat Yam,6200,36.0,661,333,3,330,14,1,0,1,4,0,0,0,0,10,0,0,0,0,18,0,31,118,3,16,0,0,0,8,4,0,0,78,0,0,1,0,0,0,0,0,0,1,0,0,0,0,22
Bat Yam,6200,37.0,730,317,5,312,3,1,0,0,8,1,0,0,0,13,0,0,0,0,7,0,45,153,2,7,0,0,0,4,3,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Bat Yam,6200,38.0,608,317,0,317,10,2,0,0,6,1,0,0,0,4,0,0,0,0,15,0,29,128,2,10,0,0,0,4,6,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
Bat Yam,6200,39.0,597,298,0,298,7,3,0,0,5,0,1,0,1,7,0,0,0,0,24,0,45,101,5,5,0,0,0,6,0,0,0,73,0,0,0,0,0,3,0,0,0,0,0,0,0,1,11
Bat Yam,6200,40.0,615,302,2,300,10,3,0,0,5,0,0,0,2,4,2,0,0,0,11,0,28,140,4,2,0,0,1,1,0,0,0,78,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7
Bat Yam,6200,41.0,636,309,3,306,9,4,0,0,10,0,0,0,0,7,0,0,0,0,18,0,49,112,1,5,0,0,0,3,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Bat Yam,6200,42.0,572,318,3,315,9,3,0,0,7,0,0,0,0,6,1,0,0,0,9,1,33,120,4,4,0,0,0,10,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Bat Yam,6200,45.0,610,328,4,324,6,1,0,0,11,0,0,0,0,5,0,0,0,0,9,1,41,147,2,5,0,0,0,4,0,0,0,70,0,0,0,0,0,2,0,0,0,0,0,0,0,0,20
Bat Yam,6200,46.0,635,395,3,392,12,8,0,0,8,0,0,0,0,12,0,0,0,1,29,0,55,148,2,10,0,0,0,9,2,0,0,70,0,0,0,0,0,1,0,0,1,1,0,0,0,0,23
Bat Yam,6200,47.0,620,328,2,326,6,8,1,0,7,1,0,0,0,2,0,0,0,0,17,0,63,114,0,10,0,0,1,13,0,0,0,70,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
Bat Yam,6200,48.0,532,255,3,252,2,1,0,0,7,0,0,0,0,7,0,0,0,0,15,0,27,107,2,8,0,0,0,4,2,0,0,51,0,0,0,0,0,1,0,0,0,1,0,1,0,1,15
Bat Yam,6200,49.0,618,315,3,312,7,4,0,0,9,1,0,0,0,2,0,0,0,0,18,0,36,132,2,4,0,0,0,5,0,0,0,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12
Bat Yam,6200,50.0,634,324,1,323,10,2,0,1,4,0,0,0,0,5,1,0,0,0,11,0,53,122,0,6,0,0,0,8,4,0,0,72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23
Bat Yam,6200,51.0,487,253,6,247,5,0,0,1,4,0,0,0,0,10,0,0,0,0,13,0,41,91,3,0,0,0,0,5,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Bat Yam,6200,52.0,666,333,6,327,12,1,0,0,4,0,0,0,1,4,0,0,0,0,22,0,31,157,1,3,0,0,0,4,2,0,0,71,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13
Bat Yam,6200,53.0,715,411,3,408,16,0,0,0,11,0,0,0,0,3,0,0,0,0,21,0,52,158,6,10,0,0,0,12,1,0,0,97,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20
Bat Yam,6200,54.0,736,400,4,396,13,9,0,0,18,0,0,0,1,6,2,0,0,0,29,0,33,159,8,2,0,0,1,8,2,0,0,94,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10
Bat Yam,6200,55.0,616,365,1,364,4,2,0,0,11,1,0,0,1,6,0,1,0,0,19,0,36,157,4,3,0,0,0,9,3,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Bat Yam,6200,56.0,539,306,1,305,12,4,0,0,17,1,0,0,2,1,0,0,0,0,16,0,54,95,6,1,0,0,0,7,1,0,0,67,0,0,0,0,0,0,0,0,0,2,0,0,0,0,19
Bat Yam,6200,57.0,503,283,3,280,9,2,0,0,3,0,0,0,1,2,0,0,0,0,22,0,33,108,2,5,0,0,0,6,3,0,0,72,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10
Bat Yam,6200,58.0,616,348,3,345,10,10,0,1,10,0,0,0,1,9,0,0,0,0,16,0,43,137,3,8,0,0,0,0,1,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17
Bat Yam,6200,59.0,562,259,2,257,3,3,0,0,7,1,0,0,1,3,0,0,0,0,19,0,36,108,5,2,0,0,1,5,3,0,0,45,0,0,0,0,0,3,0,0,0,1,0,0,0,0,11
Bat Yam,6200,60.0,508,249,1,248,7,4,1,0,4,0,0,0,0,2,0,0,0,0,22,0,28,78,4,3,0,0,0,10,2,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Bat Yam,6200,62.0,534,273,2,271,5,1,0,0,10,0,0,0,0,3,0,0,0,0,10,0,50,99,3,4,0,0,0,4,1,0,0,64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16
Bat Yam,6200,63.0,486,267,2,265,8,2,0,0,7,0,0,0,0,6,0,0,0,0,20,0,27,99,3,5,0,0,0,4,0,0,0,70,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13
Bat Yam,6200,65.0,759,358,2,356,10,9,0,0,3,1,0,0,1,6,0,0,0,0,22,0,44,166,3,10,0,0,0,9,0,0,0,56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15
Bat Yam,6200,66.0,651,365,3,362,22,4,0,0,12,0,0,0,0,8,0,0,0,1,20,1,34,137,7,5,0,0,0,7,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
Bat Yam,6200,67.0,504,299,7,292,10,6,0,0,7,0,0,0,0,12,0,0,0,0,25,0,32,91,6,5,0,0,1,6,0,0,1,75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14
Bat Yam,6200,72.0,632,357,1,356,12,3,0,0,12,0,0,0,0,5,0,0,0,0,19,0,49,143,5,7,0,0,0,7,1,0,0,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18
Bat Yam,6200,73.0,569,242,1,241,18,4,0,1,7,0,0,0,0,3,0,0,0,0,16,0,28,73,4,4,0,0,0,3,4,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Bat Yam,6200,74.0,528,271,3,268,14,0,0,0,6,0,0,0,0,4,0,0,0,1,15,0,34,89,2,5,0,0,0,3,3,0,0,80,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10
Bat Yam,6200,75.0,512,222,5,217,6,0,0,0,3,0,0,0,1,3,0,0,0,0,10,0,22,88,5,0,0,0,0,2,0,0,0,70,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5
Bat Yam,6200,76.0,597,229,0,229,6,4,0,0,6,0,0,0,0,3,0,0,0,0,9,0,40,67,5,8,0,0,0,5,2,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Bat Yam,6200,77.0,470,216,7,209,11,3,0,0,7,0,0,0,0,0,0,0,0,0,16,0,18,84,0,5,0,0,0,5,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Bat Yam,6200,79.0,630,319,3,316,15,5,0,0,8,0,0,0,0,4,0,0,0,0,13,0,38,107,3,6,0,0,0,7,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
Bat Yam,6200,80.0,568,319,4,315,13,2,0,1,9,0,0,0,1,1,0,0,0,0,23,0,52,104,3,4,0,0,0,6,2,0,0,81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12
Bat Yam,6200,81.0,635,277,3,274,8,1,0,0,10,0,0,0,0,5,0,0,0,0,17,0,51,93,1,4,0,0,0,5,1,0,0,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24
Bat Yam,6200,82.1,591,294,3,291,6,0,0,0,8,0,0,0,0,8,0,0,0,0,12,0,37,130,2,3,0,0,0,1,5,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
Bat Yam,6200,82.2,591,293,7,286,12,4,0,0,13,1,0,0,0,1,0,0,0,0,15,0,37,104,7,6,0,0,0,9,1,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Bat Yam,6200,82.3,591,272,1,271,8,0,0,0,9,0,0,0,0,7,0,0,0,0,29,0,32,98,1,0,0,0,0,5,1,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Bat Yam,6200,82.4,588,272,2,270,6,0,0,0,8,0,0,0,0,5,0,0,0,1,14,0,66,99,4,6,0,0,0,5,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Bat Yam,6200,83.0,612,257,3,254,10,1,0,0,11,1,0,0,0,8,0,0,0,0,15,0,41,92,0,4,0,0,0,8,1,0,0,46,0,0,0,1,0,0,0,0,0,1,0,0,0,0,14
Bat Yam,6200,86.0,528,264,2,262,4,2,0,0,11,0,0,0,0,2,0,0,0,0,13,0,48,98,2,0,0,0,0,6,1,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Bat Yam,6200,87.0,602,300,1,299,9,0,1,2,11,0,0,0,0,6,1,0,0,0,10,0,58,104,1,1,0,0,0,3,3,0,0,62,0,0,0,0,0,0,0,0,2,0,0,0,0,0,25
Bat Yam,6200,88.0,642,281,3,278,3,0,0,0,12,0,0,0,0,5,0,0,0,0,16,0,46,118,1,6,0,0,1,1,1,0,0,42,0,0,0,0,0,0,0,0,0,2,0,0,0,0,24
Bat Yam,6200,90.0,616,274,2,272,9,7,0,0,5,0,0,0,0,4,0,0,0,0,16,0,45,88,1,1,0,0,0,0,1,0,0,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18
Bat Yam,6200,91.0,547,249,1,248,16,1,0,0,14,0,0,0,0,5,0,0,0,0,11,0,44,69,0,5,0,0,0,11,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Bat Yam,6200,92.0,570,245,1,244,9,1,0,0,5,0,0,0,0,4,0,0,0,0,11,0,37,85,3,4,0,0,0,3,5,0,0,55,0,0,0,0,0,1,0,0,0,2,0,0,0,1,18
Bat Yam,6200,93.0,672,314,3,311,4,1,0,1,12,0,0,0,0,4,0,0,0,0,16,1,81,88,4,6,0,0,0,5,1,0,0,64,0,1,0,0,1,1,0,0,0,0,0,0,1,0,19
Bat Yam,6200,94.0,515,269,7,262,2,3,0,0,11,0,0,0,0,3,0,0,0,0,9,0,80,86,2,2,0,0,0,4,0,0,0,48,0,0,0,0,0,0,0,0,0,3,0,1,0,0,8
Bat Yam,6200,95.0,446,200,0,200,6,0,0,0,6,0,0,0,0,5,0,0,0,0,9,0,45,54,0,6,0,0,0,1,0,0,0,62,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3
Bat Yam,6200,97.1,653,355,1,354,5,2,0,0,9,0,0,0,0,5,0,0,0,0,32,0,36,150,2,6,0,0,0,0,1,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
Bat Yam,6200,97.2,653,350,6,344,17,4,0,0,15,0,0,0,0,4,0,0,0,0,19,0,50,118,4,8,0,0,0,3,2,0,0,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22
Bat Yam,6200,97.3,653,369,1,368,5,3,0,0,15,0,0,0,0,6,0,0,0,0,25,0,46,134,6,10,0,0,0,1,1,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
Bat Yam,6200,97.4,653,383,6,377,7,6,1,0,10,0,0,0,0,10,0,0,0,0,15,0,71,124,3,4,0,0,1,2,1,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38
Bat Yam,6200,97.5,653,337,5,332,18,1,0,1,4,0,0,0,0,5,0,0,0,0,22,0,45,97,4,6,0,0,0,4,3,0,0,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23
Bat Yam,6200,98.0,491,296,3,293,11,1,0,2,13,0,0,0,0,4,0,0,0,0,12,0,46,101,2,6,0,0,0,3,1,0,1,69,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20
Bat Yam,6200,103.0,561,283,1,282,8,2,1,0,12,0,0,0,0,4,0,1,0,0,18,0,38,108,2,7,0,0,0,4,1,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Bat Yam,6200,104.0,634,282,1,281,9,4,0,0,10,0,1,0,0,4,0,0,0,0,21,0,39,110,7,7,0,0,0,4,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14
Bat Yam,6200,105.1,631,366,5,361,13,4,1,0,5,0,0,0,0,12,0,1,0,0,22,0,39,140,6,10,0,0,0,5,1,0,0,79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22
Bat Yam,6200,105.2,631,320,3,317,13,6,0,1,13,1,0,0,0,11,0,0,0,0,18,0,34,92,6,6,0,0,0,3,1,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Bat Yam,6200,105.3,631,321,4,317,11,1,0,2,7,1,0,0,0,8,0,0,0,0,14,0,44,108,7,7,0,0,0,5,1,0,0,86,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13
Bat Yam,6200,105.4,631,353,4,349,13,3,0,0,11,0,0,0,0,12,1,0,0,0,16,0,26,148,4,5,0,0,0,5,1,0,0,84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19
Bat Yam,6200,105.5,631,349,5,344,16,6,1,1,7,0,0,0,0,8,0,0,0,0,12,0,40,104,9,7,0,0,0,12,0,1,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23
Bat Yam,6200,105.6,631,305,1,304,14,0,0,0,6,0,0,0,0,3,1,0,0,0,20,0,65,96,7,3,0,0,0,3,0,0,0,69,1,0,0,0,0,1,1,0,0,0,0,0,0,0,14
Bat Yam,6200,105.7,630,331,4,327,4,3,0,0,9,0,0,0,0,13,0,0,0,0,19,0,54,95,6,13,0,0,2,5,2,0,0,84,0,1,0,0,0,0,0,0,0,0,0,1,1,0,15
Bat Yam,6200,106.0,713,354,7,347,9,7,3,3,13,0,0,0,0,5,0,0,1,0,16,1,47,154,5,6,0,0,1,4,1,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37
Bat Yam,6200,108.0,600,391,3,388,7,8,0,2,6,0,0,0,0,7,0,0,0,0,12,0,4,200,6,5,0,0,0,8,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
Bat Yam,6200,109.0,522,304,1,303,6,6,0,0,8,0,0,0,0,2,0,0,0,0,13,0,5,148,1,6,0,0,0,11,1,0,0,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23
Bat Yam,6200,110.0,629,264,2,262,3,1,0,0,9,0,0,0,0,7,0,0,0,0,10,0,49,96,1,2,0,0,0,2,0,0,0,68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13
Bat Yam,6200,112.0,703,412,3,409,40,2,1,1,4,0,0,0,0,3,0,0,0,0,23,0,23,145,9,7,0,0,2,9,0,0,0,125,0,2,1,0,0,0,0,0,0,1,0,0,3,0,8
Bat Yam,6200,113.0,464,221,0,221,1,1,0,1,5,0,0,0,0,11,0,0,0,0,8,0,9,105,2,2,0,0,0,8,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Bat Yam,6200,114.0,431,153,2,151,2,1,0,0,3,1,0,0,0,3,0,0,0,0,7,0,38,57,4,0,0,0,1,1,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Bat Yam,6200,115.0,567,245,2,243,4,13,1,0,8,0,0,0,0,3,0,0,0,0,11,0,33,87,6,3,0,0,0,4,0,0,0,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20
Bat Yam,6200,117.0,613,242,3,239,4,1,0,0,8,0,0,0,2,10,0,0,0,0,11,0,10,113,2,7,0,0,0,4,2,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14
Bat Yam,6200,118.0,660,350,4,346,4,3,0,0,10,0,0,0,0,16,0,0,0,0,12,0,45,143,3,7,0,0,0,6,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
Bat Yam,6200,120.0,529,311,4,307,6,5,0,0,8,0,0,0,0,9,0,0,0,0,14,0,22,144,0,8,0,0,0,3,3,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Bat Yam,6200,121.0,579,333,2,331,6,1,0,3,15,0,0,0,0,9,0,0,0,0,10,0,10,154,3,7,1,0,0,10,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Bat Yam,6200,122.0,680,453,0,453,7,4,0,0,14,0,0,0,0,8,0,0,0,0,24,0,33,222,5,10,0,0,0,10,0,0,0,99,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15
Bat Yam,6200,123.0,555,286,1,285,10,1,0,0,6,0,0,0,1,3,0,0,0,0,17,0,22,160,1,4,0,0,0,2,0,0,0,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11
Bat Yam,6200,124.0,678,338,7,331,8,3,0,1,8,0,0,0,0,7,0,0,0,0,10,0,23,158,6,4,0,0,0,9,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Bat Yam,6200,125.0,709,464,5,459,11,1,0,0,12,0,0,0,2,14,0,0,0,0,15,0,11,232,7,15,0,0,0,13,0,0,0,97,0,0,0,1,0,0,0,0,1,1,0,0,0,0,26
Bat Yam,6200,126.0,445,272,0,272,5,4,0,0,4,0,0,0,0,5,0,0,0,0,14,0,1,161,0,7,0,0,0,1,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Bat Yam,6200,127.0,677,377,2,375,12,2,0,0,13,0,0,0,0,6,0,0,0,0,15,0,18,190,1,8,0,0,0,8,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,2,1,11
Bat Yam,6200,128.0,558,302,1,301,11,3,0,0,7,0,0,0,0,9,0,0,0,0,9,0,37,130,4,3,4,0,0,6,0,0,0,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21
Bat Yam,6200,129.0,510,332,1,331,11,3,0,0,15,0,0,0,0,5,0,0,0,1,19,0,15,162,1,6,0,0,0,5,1,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Bat Yam,6200,131.0,647,294,5,289,9,6,0,0,6,0,0,0,0,0,0,0,0,0,22,0,23,109,5,6,0,0,0,2,0,0,0,92,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7
Bat Yam,6200,132.0,497,283,3,280,5,2,0,0,15,0,0,0,0,6,0,0,0,0,8,0,32,131,2,3,0,0,0,1,0,0,0,65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9
Bat Yam,6200,133.0,558,315,6,309,5,1,0,0,6,0,0,0,1,2,0,0,0,0,14,0,68,114,5,4,0,0,0,14,4,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Bat Yam,6200,134.0,461,256,3,253,7,3,0,0,13,0,0,0,0,14,0,0,0,0,14,0,33,86,0,5,0,0,0,7,3,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
Bat Yam,6200,135.0,549,283,2,281,4,1,0,0,8,0,0,0,0,7,0,0,0,0,12,0,40,121,3,3,0,0,0,0,2,0,0,68,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10
Bat Yam,6200,136.0,553,313,3,310,12,0,0,0,9,0,0,0,0,4,0,0,0,0,14,0,44,139,6,2,0,0,0,4,1,0,0,63,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11
Bat Yam,6200,137.0,549,267,2,265,7,0,0,0,8,0,0,0,0,2,0,0,0,0,8,0,33,111,1,1,0,0,0,6,3,0,0,72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
Bat Yam,6200,138.0,638,378,3,375,6,4,0,0,12,0,0,0,0,11,0,0,0,0,22,0,59,151,1,7,0,0,0,8,2,0,0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24
Bat Yam,6200,139.0,639,366,5,361,12,1,0,0,15,0,0,0,1,3,0,0,0,0,26,0,47,136,0,1,0,0,0,9,4,0,0,86,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19
Bat Yam,6200,140.0,555,247,0,247,4,0,0,0,8,0,0,0,3,3,0,0,0,0,12,0,33,118,2,4,0,0,0,5,1,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Bat Yam,6200,141.0,725,381,2,379,13,3,0,0,10,0,0,0,1,12,0,0,0,0,20,0,40,148,5,10,0,0,0,4,0,0,0,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23
Bat Yam,6200,142.0,710,334,6,328,9,2,0,0,13,0,0,0,0,4,0,0,0,0,15,0,47,122,3,8,0,0,0,6,1,0,0,77,0,0,0,0,0,1,0,0,0,1,0,0,0,0,19
Bat Yam,6200,143.0,584,308,2,306,6,1,0,0,16,0,0,0,0,3,0,0,0,0,14,0,46,120,4,9,0,0,0,4,3,0,0,69,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9
Bat Yam,6200,145.0,510,299,0,299,13,1,0,0,7,1,0,0,0,5,1,0,0,0,14,0,36,113,4,3,0,0,0,5,6,0,0,79,0,0,0,0,0,1,0,0,1,1,0,0,1,0,7
Bat Yam,6200,146.0,494,259,2,257,4,1,0,0,7,0,0,0,0,4,0,0,0,0,11,0,48,112,0,1,0,0,0,1,3,0,0,57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
Bat Yam,6200,147.0,603,304,8,296,3,1,0,2,9,0,0,0,0,4,0,0,0,0,19,0,60,120,1,4,1,0,1,5,2,0,0,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20
Bat Yam,6200,148.0,496,236,0,236,4,3,0,1,2,1,0,0,0,10,0,0,0,0,10,0,31,103,5,1,0,0,0,5,4,0,0,47,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7
Bat Yam,6200,149.0,594,233,2,231,4,0,0,1,9,0,0,0,0,4,0,0,0,0,10,0,37,99,0,4,0,0,0,3,1,0,0,41,0,0,1,0,0,1,0,0,0,0,0,0,0,0,16
Bat Yam,6200,150.0,501,292,3,289,4,3,0,0,9,0,0,0,0,7,0,0,0,0,23,0,63,85,5,7,0,0,1,8,0,0,0,62,0,0,0,0,0,3,0,0,0,2,0,0,0,0,7
Bat Yam,6200,151.0,522,297,6,291,7,8,0,0,8,0,0,0,1,5,0,0,0,0,20,0,15,144,4,6,0,0,0,5,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
Bat Yam,6200,152.0,636,339,1,338,10,5,0,0,13,0,0,0,2,12,0,0,0,0,18,0,63,118,2,4,0,0,0,5,2,0,0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Bat Yam,6200,153.0,450,268,2,266,7,5,0,0,7,0,0,0,0,7,0,0,0,0,18,0,33,87,3,9,0,0,0,4,2,0,0,62,0,0,0,0,0,3,0,0,0,0,0,0,0,0,19
